ano,mes,grupo,internacoes
2022,7,B15 hepatite A,2
2022,7,B65-B83 helmintiases,6
2022,7,TODAS AS CAUSAS,42190
2022,8,A00-A09 intestinais,2468
2022,8,A27 leptospirose,2
2022,8,B15 hepatite A,1
2022,8,B65-B83 helmintiases,1
2022,8,TODAS AS CAUSAS,40817
2022,9,A00-A09 intestinais,2407
2022,9,B15 hepatite A,1
2022,9,B65-B83 helmintiases,7
2022,9,TODAS AS CAUSAS,38997
2022,10,A00-A09 intestinais,2432
2022,10,B65-B83 helmintiases,8
2022,10,TODAS AS CAUSAS,39131
2022,11,A00-A09 intestinais,2600
2022,11,A27 leptospirose,1
2022,11,B65-B83 helmintiases,6
2022,11,TODAS AS CAUSAS,37728
2022,12,A00-A09 intestinais,2760
2022,12,A27 leptospirose,3
2022,12,B15 hepatite A,2
2022,12,B65-B83 helmintiases,3
2022,12,TODAS AS CAUSAS,40095
2023,1,A00-A09 intestinais,3125
2023,1,B15 hepatite A,1
2023,1,B65-B83 helmintiases,15
2023,1,TODAS AS CAUSAS,41136
2023,2,A00-A09 intestinais,2847
2023,2,A27 leptospirose,2
2023,2,B65-B83 helmintiases,6
2023,2,TODAS AS CAUSAS,38484
2023,3,A00-A09 intestinais,2740
2023,3,A27 leptospirose,2
2023,3,B65-B83 helmintiases,12
2023,3,TODAS AS CAUSAS,40637
2023,4,A00-A09 intestinais,2407
2023,4,A27 leptospirose,5
2023,4,B15 hepatite A,1
2023,4,B65-B83 helmintiases,4
2023,4,TODAS AS CAUSAS,38015
2023,5,A00-A09 intestinais,2218
2023,5,A27 leptospirose,6
2023,5,B15 hepatite A,1
2023,5,B65-B83 helmintiases,8
2023,5,TODAS AS CAUSAS,40753
2023,6,A00-A09 intestinais,1942
2023,6,A27 leptospirose,1
2023,6,B15 hepatite A,4
2023,6,B65-B83 helmintiases,6
2023,6,TODAS AS CAUSAS,40223
2023,7,A00-A09 intestinais,2198
2023,7,A27 leptospirose,2
2023,7,B65-B83 helmintiases,8
2023,7,TODAS AS CAUSAS,41518
2023,8,A00-A09 intestinais,2467
2023,8,A27 leptospirose,1
2023,8,B15 hepatite A,1
2023,8,B65-B83 helmintiases,10
2023,8,TODAS AS CAUSAS,40619
2023,9,A00-A09 intestinais,2478
2023,9,B15 hepatite A,1
2023,9,B65-B83 helmintiases,6
2023,9,TODAS AS CAUSAS,40101
2023,10,A00-A09 intestinais,2198
2023,10,A27 leptospirose,1
2023,10,B15 hepatite A,3
2023,10,B65-B83 helmintiases,9
2023,10,TODAS AS CAUSAS,39970
2023,11,A00-A09 intestinais,2252
2023,11,A27 leptospirose,1
2023,11,B15 hepatite A,1
2023,11,B65-B83 helmintiases,9
2023,11,TODAS AS CAUSAS,41485
2023,12,A00-A09 intestinais,2252
2023,12,A27 leptospirose,1
2023,12,B65-B83 helmintiases,8
2023,12,TODAS AS CAUSAS,39490
2024,1,A00-A09 intestinais,3080
2024,1,B15 hepatite A,2
2024,1,B65-B83 helmintiases,4
2024,1,TODAS AS CAUSAS,40581
2024,2,A00-A09 intestinais,3191
2024,2,A27 leptospirose,1
2024,2,B15 hepatite A,1
2024,2,B65-B83 helmintiases,6
2024,2,TODAS AS CAUSAS,38915
2024,3,A00-A09 intestinais,3221
2024,3,A27 leptospirose,6
2024,3,B65-B83 helmintiases,5
2024,3,TODAS AS CAUSAS,42710
2024,4,A00-A09 intestinais,2975
2024,4,A27 leptospirose,3
2024,4,B65-B83 helmintiases,10
2024,4,TODAS AS CAUSAS,42419
2024,5,A00-A09 intestinais,2726
2024,5,A27 leptospirose,3
2024,5,B15 hepatite A,2
2024,5,B65-B83 helmintiases,6
2024,5,TODAS AS CAUSAS,43481
2024,6,A00-A09 intestinais,2565
2024,6,A27 leptospirose,2
2024,6,B15 hepatite A,1
2024,6,B65-B83 helmintiases,9
2024,6,TODAS AS CAUSAS,42308
2024,7,A00-A09 intestinais,2642
2024,7,B15 hepatite A,1
2024,7,B65-B83 helmintiases,5
2024,7,TODAS AS CAUSAS,42928
2024,8,A00-A09 intestinais,3036
2024,8,A27 leptospirose,1
2024,8,B65-B83 helmintiases,6
2024,8,TODAS AS CAUSAS,42654
2024,9,A00-A09 intestinais,2661
2024,9,B15 hepatite A,1
2024,9,B65-B83 helmintiases,6
2024,9,TODAS AS CAUSAS,42168
2024,10,A00-A09 intestinais,2548
2024,10,A27 leptospirose,1
2024,10,B15 hepatite A,1
2024,10,B65-B83 helmintiases,3
2024,10,TODAS AS CAUSAS,41772
2024,11,A00-A09 intestinais,2237
2024,11,A27 leptospirose,1
2024,11,B65-B83 helmintiases,2
2024,11,TODAS AS CAUSAS,41077
2024,12,A00-A09 intestinais,1915
2024,12,B15 hepatite A,1
2024,12,B65-B83 helmintiases,5
2024,12,TODAS AS CAUSAS,37121
2025,1,A00-A09 intestinais,2892
2025,1,A27 leptospirose,1
2025,1,B65-B83 helmintiases,6
2025,1,TODAS AS CAUSAS,41517
2025,2,A00-A09 intestinais,3128
2025,2,A27 leptospirose,4
2025,2,B15 hepatite A,1
2025,2,B65-B83 helmintiases,6
2025,2,TODAS AS CAUSAS,39035
2025,3,A00-A09 intestinais,2803
2025,3,A27 leptospirose,9
2025,3,B15 hepatite A,4
2025,3,B65-B83 helmintiases,2
2025,3,TODAS AS CAUSAS,41330
2025,4,A00-A09 intestinais,2336
2025,4,A27 leptospirose,3
2025,4,B15 hepatite A,2
2025,4,B65-B83 helmintiases,2
2025,4,TODAS AS CAUSAS,42321
2025,5,A00-A09 intestinais,2008
2025,5,A27 leptospirose,2
2025,5,B15 hepatite A,3
2025,5,B65-B83 helmintiases,4
2025,5,TODAS AS CAUSAS,44321
2025,6,A00-A09 intestinais,1759
2025,6,A27 leptospirose,3
2025,6,B15 hepatite A,1
2025,6,B65-B83 helmintiases,3
2025,6,TODAS AS CAUSAS,43962
2025,7,A00-A09 intestinais,1834
2025,7,B65-B83 helmintiases,10
2025,7,TODAS AS CAUSAS,43938
2025,8,A00-A09 intestinais,1875
2025,8,A27 leptospirose,1
2025,8,B65-B83 helmintiases,4
2025,8,TODAS AS CAUSAS,42679
2025,9,A00-A09 intestinais,1944
2025,9,B65-B83 helmintiases,5
2025,9,TODAS AS CAUSAS,43435
2025,10,A00-A09 intestinais,1874
2025,10,A27 leptospirose,1
2025,10,B65-B83 helmintiases,7
2025,10,TODAS AS CAUSAS,42795
2025,11,A00-A09 intestinais,1718
2025,11,B65-B83 helmintiases,2
2025,11,TODAS AS CAUSAS,41695
2025,12,A00-A09 intestinais,1701
2025,12,B15 hepatite A,1
2025,12,B65-B83 helmintiases,6
2025,12,TODAS AS CAUSAS,39933
2026,1,A00-A09 intestinais,2051
2026,1,B15 hepatite A,1
2026,1,B65-B83 helmintiases,5
2026,1,TODAS AS CAUSAS,40369
2026,2,A00-A09 intestinais,1996
2026,2,A27 leptospirose,2
2026,2,B15 hepatite A,1
2026,2,B65-B83 helmintiases,4
2026,2,TODAS AS CAUSAS,38061
2026,3,A00-A09 intestinais,1702
2026,3,A27 leptospirose,1
2026,3,B15 hepatite A,1
2026,3,B65-B83 helmintiases,6
2026,3,TODAS AS CAUSAS,41709
2026,4,A00-A09 intestinais,1194
2026,4,B65-B83 helmintiases,1
2026,4,TODAS AS CAUSAS,37101
2026,5,A00-A09 intestinais,815
2026,5,A27 leptospirose,7
2026,5,B65-B83 helmintiases,8
2026,5,TODAS AS CAUSAS,34280
