municipio,ano,faixa,casos,internacoes_total,populacao,densidade,pib_per_capita,esgoto_inadequado_pct,fossa_septica_pct,agua_poco_raso_pct,agua_rede_pct,pct_0a4,pct_20a59,pct_60mais,pop_faixa,inadeq_10pp,septica_10pp,poco_10pp,log_pib,log_dens,ano_c,log_int_pc
Afonso Cunha,2008,0a4,6,24,5834,15.65,2283.34,73.57,20.07,8.12,61.15,9.21,48.68,10.61,537.3114,7.356999999999999,2.007,0.8119999999999999,7.733394562291928,2.750470916986162,0,-3.1085239843588455
Afonso Cunha,2008,20a59,0,73,5834,15.65,2283.34,73.57,20.07,8.12,61.15,9.21,48.68,10.61,2839.9912,7.356999999999999,2.007,0.8119999999999999,7.733394562291928,2.750470916986162,0,-3.6610967914105106
Afonso Cunha,2008,60mais,2,9,5834,15.65,2283.34,73.57,20.07,8.12,61.15,9.21,48.68,10.61,618.9874,7.356999999999999,2.007,0.8119999999999999,7.733394562291928,2.750470916986162,0,-4.230860339729247
Afonso Cunha,2009,0a4,4,10,5948,15.95,2692.5,73.57,20.07,8.12,61.15,9.21,48.68,10.61,547.8108000000001,7.356999999999999,2.007,0.8119999999999999,7.898225409030544,2.7694588292308535,1,-4.003344878865124
Afonso Cunha,2009,20a59,1,69,5948,15.95,2692.5,73.57,20.07,8.12,61.15,9.21,48.68,10.61,2895.4864000000002,7.356999999999999,2.007,0.8119999999999999,7.898225409030544,2.7694588292308535,1,-3.7368018851140214
Afonso Cunha,2009,60mais,2,10,5948,15.95,2692.5,73.57,20.07,8.12,61.15,9.21,48.68,10.61,631.0828,7.356999999999999,2.007,0.8119999999999999,7.898225409030544,2.7694588292308535,1,-4.1448519812238
Afonso Cunha,2010,0a4,2,15,5974,16.02,2887.01,73.57,20.07,8.12,61.15,9.21,48.68,10.61,550.2054,7.356999999999999,2.007,0.8119999999999999,7.967976643460192,2.7738379416402132,2,-3.602241461952969
Afonso Cunha,2010,20a59,0,91,5974,16.02,2887.01,73.57,20.07,8.12,61.15,9.21,48.68,10.61,2908.1432,7.356999999999999,2.007,0.8119999999999999,7.967976643460192,2.7738379416402132,2,-3.46441057439044
Afonso Cunha,2010,60mais,1,13,5974,16.02,2887.01,73.57,20.07,8.12,61.15,9.21,48.68,10.61,633.8414,7.356999999999999,2.007,0.8119999999999999,7.967976643460192,2.7738379416402132,2,-3.886849407952319
Afonso Cunha,2011,0a4,3,9,6000,16.09,3513.5,73.57,20.07,8.12,61.15,9.21,48.68,10.61,552.6000000000001,7.356999999999999,2.007,0.8119999999999999,8.164367970632252,2.7781979610042917,3,-4.117409835153097
Afonso Cunha,2011,20a59,2,96,6000,16.09,3513.5,73.57,20.07,8.12,61.15,9.21,48.68,10.61,2920.8,7.356999999999999,2.007,0.8119999999999999,8.164367970632252,2.7781979610042917,3,-3.415264638873591
Afonso Cunha,2011,60mais,0,22,6000,16.09,3513.5,73.57,20.07,8.12,61.15,9.21,48.68,10.61,636.6,7.356999999999999,2.007,0.8119999999999999,8.164367970632252,2.7781979610042917,3,-3.3650990614896767
Afonso Cunha,2012,0a4,5,16,6090,16.34,3830.87,73.57,20.07,8.12,61.15,9.21,48.68,10.61,560.8890000000001,7.356999999999999,2.007,0.8119999999999999,8.250847210426114,2.7936160894318567,4,-3.556934302743286
Afonso Cunha,2012,20a59,7,107,6090,16.34,3830.87,73.57,20.07,8.12,61.15,9.21,48.68,10.61,2964.612,7.356999999999999,2.007,0.8119999999999999,8.250847210426114,2.7936160894318567,4,-3.3216726083732717
Afonso Cunha,2012,60mais,2,14,6090,16.34,3830.87,73.57,20.07,8.12,61.15,9.21,48.68,10.61,646.149,7.356999999999999,2.007,0.8119999999999999,8.250847210426114,2.7936160894318567,4,-3.8319727977264844
Afonso Cunha,2013,0a4,2,17,6197,16.62,4486.85,73.57,20.07,8.12,61.15,9.21,48.68,10.61,570.7437000000001,7.356999999999999,2.007,0.8119999999999999,8.408906175508566,2.810606789427302,5,-3.513726903185016
Afonso Cunha,2013,20a59,3,80,6197,16.62,4486.85,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3016.6996,7.356999999999999,2.007,0.8119999999999999,8.408906175508566,2.810606789427302,5,-3.629892030419461
Afonso Cunha,2013,60mais,1,20,6197,16.62,4486.85,73.57,20.07,8.12,61.15,9.21,48.68,10.61,657.5017,7.356999999999999,2.007,0.8119999999999999,8.408906175508566,2.810606789427302,5,-3.4927150760459167
Afonso Cunha,2014,0a4,9,64,6277,16.84,5681.54,73.57,20.07,8.12,61.15,9.21,48.68,10.61,578.1117,7.356999999999999,2.007,0.8119999999999999,8.644977601727543,2.8237570088141806,6,-2.2008840192369843
Afonso Cunha,2014,20a59,3,215,6277,16.84,5681.54,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3055.6436,7.356999999999999,2.007,0.8119999999999999,8.644977601727543,2.8237570088141806,6,-2.654107492321104
Afonso Cunha,2014,60mais,2,77,6277,16.84,5681.54,73.57,20.07,8.12,61.15,9.21,48.68,10.61,665.9897,7.356999999999999,2.007,0.8119999999999999,8.644977601727543,2.8237570088141806,6,-2.157468783101648
Afonso Cunha,2015,0a4,18,110,6351,17.04,5681.0,73.57,20.07,8.12,61.15,9.21,48.68,10.61,584.9271000000001,7.356999999999999,2.007,0.8119999999999999,8.644882552557126,2.8355635214011694,7,-1.6710068582896829
Afonso Cunha,2015,20a59,12,204,6351,17.04,5681.0,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3091.6668,7.356999999999999,2.007,0.8119999999999999,8.644882552557126,2.8355635214011694,7,-2.7183456480899935
Afonso Cunha,2015,60mais,7,111,6351,17.04,5681.0,73.57,20.07,8.12,61.15,9.21,48.68,10.61,673.8411,7.356999999999999,2.007,0.8119999999999999,8.644882552557126,2.8355635214011694,7,-1.8034641251284411
Afonso Cunha,2016,0a4,17,96,6421,17.22,5510.05,73.57,20.07,8.12,61.15,9.21,48.68,10.61,591.3741000000001,7.356999999999999,2.007,0.8119999999999999,8.614328976515951,2.8460714989995846,8,-1.8181006206053365
Afonso Cunha,2016,20a59,30,270,6421,17.22,5510.05,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3125.7428,7.356999999999999,2.007,0.8119999999999999,8.614328976515951,2.8460714989995846,8,-2.4490052709269086
Afonso Cunha,2016,60mais,9,88,6421,17.22,5510.05,73.57,20.07,8.12,61.15,9.21,48.68,10.61,681.2681,7.356999999999999,2.007,0.8119999999999999,8.614328976515951,2.8460714989995846,8,-2.0466190999536424
Afonso Cunha,2017,0a4,1,13,6486,17.4,6915.05,73.57,20.07,8.12,61.15,9.21,48.68,10.61,597.3606000000001,7.356999999999999,2.007,0.8119999999999999,8.841455474730708,2.856470206220483,9,-3.827571593684851
Afonso Cunha,2017,20a59,0,95,6486,17.4,6915.05,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3157.3848000000003,7.356999999999999,2.007,0.8119999999999999,8.841455474730708,2.856470206220483,9,-3.5036224773979576
Afonso Cunha,2017,60mais,0,15,6486,17.4,6915.05,73.57,20.07,8.12,61.15,9.21,48.68,10.61,688.1646,7.356999999999999,2.007,0.8119999999999999,8.841455474730708,2.856470206220483,9,-3.8259778524028536
Afonso Cunha,2018,0a4,8,41,6469,17.35,7934.77,73.57,20.07,8.12,61.15,9.21,48.68,10.61,595.7949000000001,7.356999999999999,2.007,0.8119999999999999,8.979009647033175,2.8535925063928684,10,-2.676324413618802
Afonso Cunha,2018,20a59,40,392,6469,17.35,7934.77,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3149.1092,7.356999999999999,2.007,0.8119999999999999,8.979009647033175,2.8535925063928684,10,-2.083613058384758
Afonso Cunha,2018,60mais,11,75,6469,17.35,7934.77,73.57,20.07,8.12,61.15,9.21,48.68,10.61,686.3609,7.356999999999999,2.007,0.8119999999999999,8.979009647033175,2.8535925063928684,10,-2.2139154691454754
Afonso Cunha,2019,0a4,16,81,6524,17.5,7994.33,73.57,20.07,8.12,61.15,9.21,48.68,10.61,600.8604000000001,7.356999999999999,2.007,0.8119999999999999,8.986487819379954,2.8622008809294686,11,-2.00391347334759
Afonso Cunha,2019,20a59,58,474,6524,17.5,7994.33,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3175.8832,7.356999999999999,2.007,0.8119999999999999,8.986487819379954,2.8622008809294686,11,-1.902133724177063
Afonso Cunha,2019,60mais,5,91,6524,17.5,7994.33,73.57,20.07,8.12,61.15,9.21,48.68,10.61,692.1964,7.356999999999999,2.007,0.8119999999999999,8.986487819379954,2.8622008809294686,11,-2.029010223861855
Afonso Cunha,2020,0a4,8,55,6578,17.64,10925.21,73.57,20.07,8.12,61.15,9.21,48.68,10.61,605.8338000000001,7.356999999999999,2.007,0.8119999999999999,9.298828241747014,2.8701690505786455,12,-2.3992725057956554
Afonso Cunha,2020,20a59,39,512,6578,17.64,10925.21,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3202.1704,7.356999999999999,2.007,0.8119999999999999,9.298828241747014,2.8701690505786455,12,-1.8332594838407295
Afonso Cunha,2020,60mais,6,127,6578,17.64,10925.21,73.57,20.07,8.12,61.15,9.21,48.68,10.61,697.9258,7.356999999999999,2.007,0.8119999999999999,9.298828241747014,2.8701690505786455,12,-1.7039257069282114
Afonso Cunha,2021,0a4,4,26,6631,17.79,12826.42,73.57,20.07,8.12,61.15,9.21,48.68,10.61,610.7151000000001,7.356999999999999,2.007,0.8119999999999999,9.45926238515739,2.8786365016777435,13,-3.1565340276265097
Afonso Cunha,2021,20a59,11,245,6631,17.79,12826.42,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3227.9708,7.356999999999999,2.007,0.8119999999999999,9.45926238515739,2.8786365016777435,13,-2.5783507729553756
Afonso Cunha,2021,60mais,4,49,6631,17.79,12826.42,73.57,20.07,8.12,61.15,9.21,48.68,10.61,703.5491,7.356999999999999,2.007,0.8119999999999999,9.45926238515739,2.8786365016777435,13,-2.6643173698960414
Afonso Cunha,2022,0a4,0,8,6519,17.49,18023.16,73.57,20.07,8.12,61.15,9.21,48.68,10.61,600.3999000000001,7.356999999999999,2.007,0.8119999999999999,9.799412876498758,2.8616292890305104,14,-4.318154391523827
Afonso Cunha,2022,20a59,0,132,6519,17.49,18023.16,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3173.4492,7.356999999999999,2.007,0.8119999999999999,9.799412876498758,2.8616292890305104,14,-3.1797724284694033
Afonso Cunha,2022,60mais,1,33,6519,17.49,18023.16,73.57,20.07,8.12,61.15,9.21,48.68,10.61,691.6659,7.356999999999999,2.007,0.8119999999999999,9.799412876498758,2.8616292890305104,14,-3.0425954740958594
Afonso Cunha,2023,0a4,1,17,6408,17.19,16476.44,73.57,20.07,8.12,61.15,9.21,48.68,10.61,590.1768000000001,7.356999999999999,2.007,0.8119999999999999,9.709686760710431,2.844327819394758,15,-3.5472088089711034
Afonso Cunha,2023,20a59,0,156,6408,17.19,16476.44,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3119.4144,7.356999999999999,2.007,0.8119999999999999,9.709686760710431,2.844327819394758,15,-2.995544563629893
Afonso Cunha,2023,60mais,0,52,6408,17.19,16476.44,73.57,20.07,8.12,61.15,9.21,48.68,10.61,679.8888,7.356999999999999,2.007,0.8119999999999999,9.709686760710431,2.844327819394758,15,-2.570685536804568
Afonso Cunha,2024,0a4,2,25,6296,16.89,16769.54,73.57,20.07,8.12,61.15,9.21,48.68,10.61,579.8616000000001,7.356999999999999,2.007,0.8119999999999999,9.727319424506641,2.826721730819709,16,-3.1439136295081624
Afonso Cunha,2024,20a59,4,280,6296,16.89,16769.54,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3064.8928,7.356999999999999,2.007,0.8119999999999999,9.727319424506641,2.826721730819709,16,-2.3929782690592245
Afonso Cunha,2024,60mais,1,91,6296,16.89,16769.54,73.57,20.07,8.12,61.15,9.21,48.68,10.61,668.0056,7.356999999999999,2.007,0.8119999999999999,9.727319424506641,2.826721730819709,16,-1.9934370502181895
Afonso Cunha,2025,0a4,2,40,6303,16.91,16750.91,73.57,20.07,8.12,61.15,9.21,48.68,10.61,580.5063000000001,7.356999999999999,2.007,0.8119999999999999,9.72620786413569,2.827905162910489,17,-2.675021199678298
Afonso Cunha,2025,20a59,1,223,6303,16.91,16750.91,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3068.3004,7.356999999999999,2.007,0.8119999999999999,9.72620786413569,2.827905162910489,17,-2.6217073001842266
Afonso Cunha,2025,60mais,5,80,6303,16.91,16750.91,73.57,20.07,8.12,61.15,9.21,48.68,10.61,668.7483,7.356999999999999,2.007,0.8119999999999999,9.72620786413569,2.827905162910489,17,-2.1233811214770286
Afonso Cunha,2026,0a4,0,14,6303,16.91,16750.91,73.57,20.07,8.12,61.15,9.21,48.68,10.61,580.5063000000001,7.356999999999999,2.007,0.8119999999999999,9.72620786413569,2.827905162910489,18,-3.724843324176976
Afonso Cunha,2026,20a59,1,98,6303,16.91,16750.91,73.57,20.07,8.12,61.15,9.21,48.68,10.61,3068.3004,7.356999999999999,2.007,0.8119999999999999,9.72620786413569,2.827905162910489,18,-3.4439115929737736
Afonso Cunha,2026,60mais,1,34,6303,16.91,16750.91,73.57,20.07,8.12,61.15,9.21,48.68,10.61,668.7483,7.356999999999999,2.007,0.8119999999999999,9.72620786413569,2.827905162910489,18,-2.979047231534749
Alcântara,2008,0a4,5,40,21969,18.73,2202.97,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1430.1818999999998,6.581,2.629,0.773,7.697561728915702,2.930126516455997,0,-3.5766774638476293
Alcântara,2008,20a59,36,480,21969,18.73,2202.97,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11652.3576,6.581,2.629,0.773,7.697561728915702,2.930126516455997,0,-3.1894777037167583
Alcântara,2008,60mais,21,109,21969,18.73,2202.97,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3429.3608999999997,6.581,2.629,0.773,7.697561728915702,2.930126516455997,0,-3.448781314039285
Alcântara,2009,0a4,22,93,22020,18.77,2511.99,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1433.5019999999997,6.581,2.629,0.773,7.828830546688446,2.9322598505984176,1,-2.7352761873558014
Alcântara,2009,20a59,35,366,22020,18.77,2511.99,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11679.408,6.581,2.629,0.773,7.828830546688446,2.9322598505984176,1,-3.4629492367648202
Alcântara,2009,60mais,23,158,22020,18.77,2511.99,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3437.3219999999997,6.581,2.629,0.773,7.828830546688446,2.9322598505984176,1,-3.0798529257889533
Alcântara,2010,0a4,26,66,21792,18.58,2748.72,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1418.6591999999998,6.581,2.629,0.773,7.918890627757571,2.922085733385692,2,-3.0678127371551995
Alcântara,2010,20a59,58,384,21792,18.58,2748.72,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11558.4768,6.581,2.629,0.773,7.918890627757571,2.922085733385692,2,-3.4045318162510276
Alcântara,2010,60mais,23,157,21792,18.58,2748.72,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3401.7311999999997,6.581,2.629,0.773,7.918890627757571,2.922085733385692,2,-3.07579395214018
Alcântara,2011,0a4,38,95,21564,18.38,3694.07,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1403.8163999999997,6.581,2.629,0.773,8.21448411022772,2.911263116927541,3,-2.693072915203405
Alcântara,2011,20a59,85,410,21564,18.38,3694.07,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11437.5456,6.581,2.629,0.773,8.21448411022772,2.911263116927541,3,-3.3284995367627217
Alcântara,2011,60mais,39,182,21564,18.38,3694.07,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3366.1403999999998,6.581,2.629,0.773,8.21448411022772,2.911263116927541,3,-2.917515398034013
Alcântara,2012,0a4,16,78,21605,18.42,6482.34,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1406.4854999999998,6.581,2.629,0.773,8.776836835272507,2.913437030827161,4,-2.8921404919088283
Alcântara,2012,20a59,17,293,21605,18.42,6482.34,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11459.292,6.581,2.629,0.773,8.776836835272507,2.913437030827161,4,-3.6663835992384817
Alcântara,2012,60mais,8,103,21605,18.42,6482.34,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3372.5404999999996,6.581,2.629,0.773,8.776836835272507,2.913437030827161,4,-3.488692608675647
Alcântara,2013,0a4,8,43,21644,18.45,4059.6,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1409.0243999999998,6.581,2.629,0.773,8.308839725574662,2.915064370486536,5,-3.48945271330145
Alcântara,2013,20a59,24,209,21644,18.45,4059.6,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11479.9776,6.581,2.629,0.773,8.308839725574662,2.915064370486536,5,-4.006025466687331
Alcântara,2013,60mais,10,95,21644,18.45,4059.6,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3378.6283999999996,6.581,2.629,0.773,8.308839725574662,2.915064370486536,5,-3.571348215701334
Alcântara,2014,0a4,13,63,21652,18.46,4618.93,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1409.5451999999998,6.581,2.629,0.773,8.43791835552036,2.9156062290747062,6,-3.1078876517577223
Alcântara,2014,20a59,18,257,21652,18.46,4618.93,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11484.2208,6.581,2.629,0.773,8.43791835552036,2.9156062290747062,6,-3.799653182911164
Alcântara,2014,60mais,5,80,21652,18.46,4618.93,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3379.8772,6.581,2.629,0.773,8.43791835552036,2.9156062290747062,6,-3.7435680217822362
Alcântara,2015,0a4,15,88,21659,18.46,4821.78,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1410.0008999999998,6.581,2.629,0.773,8.480898433477986,2.9156062290747062,7,-2.774008807191676
Alcântara,2015,20a59,32,385,21659,18.46,4821.78,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11487.9336,6.581,2.629,0.773,8.480898433477986,2.9156062290747062,7,-3.3958091770392276
Alcântara,2015,60mais,7,141,21659,18.46,4821.78,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3380.9698999999996,6.581,2.629,0.773,8.480898433477986,2.9156062290747062,7,-3.177158009598577
Alcântara,2016,0a4,4,72,21667,18.47,5432.82,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1410.5216999999998,6.581,2.629,0.773,8.60021361513576,2.9161477942111484,8,-2.9750487959230383
Alcântara,2016,20a59,5,258,21667,18.47,5432.82,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11492.1768,6.581,2.629,0.773,8.60021361513576,2.9161477942111484,8,-3.796462219674605
Alcântara,2016,60mais,6,110,21667,18.47,5432.82,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3382.2187,6.581,2.629,0.773,8.60021361513576,2.9161477942111484,8,-3.42580682745354
Alcântara,2017,0a4,14,75,21673,18.47,5366.72,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1410.9122999999997,6.581,2.629,0.773,8.587972200143263,2.9161477942111484,9,-2.934503681884478
Alcântara,2017,20a59,14,368,21673,18.47,5366.72,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11495.359199999999,6.581,2.629,0.773,8.587972200143263,2.9161477942111484,9,-3.4416157469089868
Alcântara,2017,60mais,13,146,21673,18.47,5366.72,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3383.1553,6.581,2.629,0.773,8.587972200143263,2.9161477942111484,9,-3.142957452019315
Alcântara,2018,0a4,7,63,22083,18.82,5869.08,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1437.6032999999998,6.581,2.629,0.773,8.677453171407674,2.9349201341572337,10,-3.1275979045676694
Alcântara,2018,20a59,16,397,22083,18.82,5869.08,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11712.823199999999,6.581,2.629,0.773,8.677453171407674,2.9349201341572337,10,-3.3845032399291406
Alcântara,2018,60mais,7,134,22083,18.82,5869.08,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3447.1562999999996,6.581,2.629,0.773,8.677453171407674,2.9349201341572337,10,-3.2474651093151534
Alcântara,2019,0a4,7,56,22097,18.84,5676.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1438.5146999999997,6.581,2.629,0.773,8.644116548989011,2.935982269148217,11,-3.246014711182342
Alcântara,2019,20a59,12,396,22097,18.84,5676.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11720.2488,6.581,2.629,0.773,8.644116548989011,2.935982269148217,11,-3.38765908032014
Alcântara,2019,60mais,10,160,22097,18.84,5676.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3449.3417,6.581,2.629,0.773,8.644116548989011,2.935982269148217,11,-3.0707648649905273
Alcântara,2020,0a4,8,59,22112,18.85,5978.38,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1439.4911999999997,6.581,2.629,0.773,8.695904907233794,2.93651291389402,12,-3.194507552894063
Alcântara,2020,20a59,9,392,22112,18.85,5978.38,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11728.2048,6.581,2.629,0.773,8.695904907233794,2.93651291389402,12,-3.3984900466664496
Alcântara,2020,60mais,7,176,22112,18.85,5978.38,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3451.6832,6.581,2.629,0.773,8.695904907233794,2.93651291389402,12,-2.976133280068494
Alcântara,2021,0a4,15,92,22126,18.86,6723.45,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1440.4026,6.581,2.629,0.773,8.813356694633313,2.937043277205311,13,-2.7508893597782023
Alcântara,2021,20a59,12,501,22126,18.86,6723.45,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11735.6304,6.581,2.629,0.773,8.813356694633313,2.937043277205311,13,-3.153778725399507
Alcântara,2021,60mais,12,251,22126,18.86,6723.45,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3453.8686,6.581,2.629,0.773,8.813356694633313,2.937043277205311,13,-2.6217972760023214
Alcântara,2022,0a4,6,90,21009,17.91,7314.96,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1367.6858999999997,6.581,2.629,0.773,8.897676845223279,2.8853592160726205,14,-2.7210657962257487
Alcântara,2022,20a59,5,384,21009,17.91,7314.96,65.81,26.29,7.73,45.85,6.51,53.04,15.61,11143.1736,6.581,2.629,0.773,8.897676845223279,2.8853592160726205,14,-3.3679398036254162
Alcântara,2022,60mais,4,262,21009,17.91,7314.96,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3279.5049,6.581,2.629,0.773,8.897676845223279,2.8853592160726205,14,-2.5271032411017798
Alcântara,2023,0a4,4,82,19891,16.96,8559.7,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1294.9040999999997,6.581,2.629,0.773,9.054820421792664,2.830857630363757,15,-2.759472670073194
Alcântara,2023,20a59,11,478,19891,16.96,8559.7,65.81,26.29,7.73,45.85,6.51,53.04,15.61,10550.1864,6.581,2.629,0.773,9.054820421792664,2.830857630363757,15,-3.0942880745031207
Alcântara,2023,60mais,4,221,19891,16.96,8559.7,65.81,26.29,7.73,45.85,6.51,53.04,15.61,3104.9851,6.581,2.629,0.773,9.054820421792664,2.830857630363757,15,-2.642601494126557
Alcântara,2024,0a4,8,93,18774,16.0,9068.98,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1222.1873999999998,6.581,2.629,0.773,9.112615078130327,2.772588722239781,16,-2.5757979899760675
Alcântara,2024,20a59,5,503,18774,16.0,9068.98,65.81,26.29,7.73,45.85,6.51,53.04,15.61,9957.7296,6.581,2.629,0.773,9.112615078130327,2.772588722239781,16,-2.985514202686714
Alcântara,2024,60mais,9,274,18774,16.0,9068.98,65.81,26.29,7.73,45.85,6.51,53.04,15.61,2930.6214,6.581,2.629,0.773,9.112615078130327,2.772588722239781,16,-2.3698416550481163
Alcântara,2025,0a4,5,175,18721,15.96,9094.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1218.7370999999998,6.581,2.629,0.773,9.115441607528952,2.7700855920216627,17,-1.9407844637171408
Alcântara,2025,20a59,3,771,18721,15.96,9094.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,9929.6184,6.581,2.629,0.773,9.115441607528952,2.7700855920216627,17,-2.5555889537344543
Alcântara,2025,60mais,6,471,18721,15.96,9094.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,2922.3480999999997,6.581,2.629,0.773,9.115441607528952,2.7700855920216627,17,-1.8252846219310999
Alcântara,2026,0a4,2,72,18721,15.96,9094.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,1218.7370999999998,6.581,2.629,0.773,9.115441607528952,2.7700855920216627,18,-2.8289043186245992
Alcântara,2026,20a59,5,341,18721,15.96,9094.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,9929.6184,6.581,2.629,0.773,9.115441607528952,2.7700855920216627,18,-3.371394850014267
Alcântara,2026,60mais,1,164,18721,15.96,9094.65,65.81,26.29,7.73,45.85,6.51,53.04,15.61,2922.3480999999997,6.581,2.629,0.773,9.115441607528952,2.7700855920216627,18,-2.8802762881233193
Aldeias Altas,2008,0a4,88,244,22328,11.45,2828.51,49.23,38.13,19.97,40.32,9.28,48.5,11.25,2072.0384,4.923,3.813,1.9969999999999999,7.947505350219775,2.4379897300002487,0,-2.139119910732974
Aldeias Altas,2008,20a59,31,603,22328,11.45,2828.51,49.23,38.13,19.97,40.32,9.28,48.5,11.25,10829.08,4.923,3.813,1.9969999999999999,7.947505350219775,2.4379897300002487,0,-2.888073190444319
Aldeias Altas,2008,60mais,11,110,22328,11.45,2828.51,49.23,38.13,19.97,40.32,9.28,48.5,11.25,2511.9,4.923,3.813,1.9969999999999999,7.947505350219775,2.4379897300002487,0,-3.12831435208608
Aldeias Altas,2009,0a4,120,295,22667,11.62,3301.23,49.23,38.13,19.97,40.32,9.28,48.5,11.25,2103.4975999999997,4.923,3.813,1.9969999999999999,8.102050405281744,2.4527277514237653,1,-1.9643814057345546
Aldeias Altas,2009,20a59,73,911,22667,11.62,3301.23,49.23,38.13,19.97,40.32,9.28,48.5,11.25,10993.494999999999,4.923,3.813,1.9969999999999999,8.102050405281744,2.4527277514237653,1,-2.4905161159597444
Aldeias Altas,2009,60mais,18,213,22667,11.62,3301.23,49.23,38.13,19.97,40.32,9.28,48.5,11.25,2550.0375,4.923,3.813,1.9969999999999999,8.102050405281744,2.4527277514237653,1,-2.482571178217269
Aldeias Altas,2010,0a4,101,367,23506,12.05,3302.9,49.23,38.13,19.97,40.32,9.28,48.5,11.25,2181.3568,4.923,3.813,1.9969999999999999,8.102556149425363,2.489064659936664,2,-1.782340499448247
Aldeias Altas,2010,20a59,151,1028,23506,12.05,3302.9,49.23,38.13,19.97,40.32,9.28,48.5,11.25,11400.41,4.923,3.813,1.9969999999999999,8.102556149425363,2.489064659936664,2,-2.406034152633035
Aldeias Altas,2010,60mais,48,224,23506,12.05,3302.9,49.23,38.13,19.97,40.32,9.28,48.5,11.25,2644.425,4.923,3.813,1.9969999999999999,8.102556149425363,2.489064659936664,2,-2.4685628775000974
Aldeias Altas,2011,0a4,117,294,24346,12.48,3755.61,49.23,38.13,19.97,40.32,9.28,48.5,11.25,2259.3088,4.923,3.813,1.9969999999999999,8.23100600107123,2.5241273629412815,3,-2.0392344374408777
Aldeias Altas,2011,20a59,191,1086,24346,12.48,3755.61,49.23,38.13,19.97,40.32,9.28,48.5,11.25,11807.81,4.923,3.813,1.9969999999999999,8.23100600107123,2.5241273629412815,3,-2.386259955431007
