estrato,ano,mes,casos,total,populacao,anomalia_mm,dias_20mm,temp_media
cobertura alta,2016,8,56,4314,850051,124.55966666666666,4.1,18.24967741935484
cobertura alta,2016,9,60,4249,850051,-97.49966666666667,0.7,18.489666666666665
cobertura alta,2016,10,65,4128,850051,-50.28166666666666,2.3,21.76258064516129
cobertura alta,2016,11,70,3967,850051,-64.00066666666666,1.4,22.991666666666667
cobertura alta,2016,12,50,3364,850051,43.97400000000001,3.3,23.938709677419354
cobertura alta,2017,1,61,3734,856220,-30.478999999999996,0.9,24.594516129032257
cobertura alta,2017,2,49,3876,856220,-44.61866666666666,1.0,24.947499999999998
cobertura alta,2017,3,59,4349,856220,-19.928,1.2,23.714516129032255
cobertura alta,2017,4,43,4084,856220,-4.389333333333329,2.4,20.695333333333334
cobertura alta,2017,5,32,4141,856220,67.19166666666666,3.8,19.994193548387095
cobertura alta,2017,6,35,4292,856220,-2.5203333333333306,2.3,17.15
cobertura alta,2017,7,35,4117,856220,-98.73400000000001,0.0,17.360967741935486
cobertura alta,2017,8,16,4163,856220,12.139666666666663,1.9,19.758709677419354
cobertura alta,2017,9,33,4267,856220,-123.53966666666668,0.2,24.229000000000003
cobertura alta,2017,10,27,4264,856220,115.97833333333332,5.8,21.810645161290324
cobertura alta,2017,11,33,4341,856220,-6.95066666666667,2.7,22.134
cobertura alta,2017,12,18,4211,856220,76.644,3.9,24.43774193548387
cobertura alta,2018,1,23,3491,859231,98.091,4.2,23.81935483870968
cobertura alta,2018,2,35,3688,859231,-41.57866666666667,1.6,23.54357142857143
cobertura alta,2018,3,40,4005,859231,89.942,2.7,23.943870967741937
cobertura alta,2018,4,27,4414,859231,-107.51933333333334,0.0,22.811666666666667
cobertura alta,2018,5,20,4377,859231,-87.01833333333335,0.8,19.39483870967742
cobertura alta,2018,6,19,4492,859231,-27.730333333333334,0.9,16.280333333333335
cobertura alta,2018,7,16,4603,859231,-86.654,0.1,18.086774193548386
cobertura alta,2018,8,20,4431,859231,-10.670333333333339,1.5,16.116129032258065
cobertura alta,2018,9,15,4412,859231,47.35033333333333,4.1,19.913333333333334
cobertura alta,2018,10,18,4326,859231,76.26833333333335,4.9,21.78677419354839
cobertura alta,2018,11,27,4690,859231,-21.210666666666665,3.0,23.657333333333334
cobertura alta,2018,12,18,4372,859231,-89.846,0.4,24.942580645161293
cobertura alta,2019,1,26,4580,866006,-59.818999999999996,1.1,26.32161290322581
cobertura alta,2019,2,37,4560,866006,-7.888666666666663,2.0,24.490357142857142
cobertura alta,2019,3,33,4603,866006,11.552000000000001,1.7,23.36032258064516
cobertura alta,2019,4,38,4497,866006,4.680666666666667,1.9,22.020666666666667
cobertura alta,2019,5,38,4646,866006,166.85166666666666,5.0,19.924193548387098
cobertura alta,2019,6,32,4640,866006,-103.44033333333331,0.0,19.317333333333334
cobertura alta,2019,7,33,4601,866006,-69.524,0.6,16.71451612903226
cobertura alta,2019,8,32,4659,866006,-70.61033333333333,0.1,19.321290322580644
cobertura alta,2019,9,26,4716,866006,-91.60966666666667,0.4,22.478
cobertura alta,2019,10,27,5048,866006,-121.73166666666665,0.6,25.227096774193548
cobertura alta,2019,11,49,5002,866006,-49.11066666666667,1.1,25.12633333333333
cobertura alta,2019,12,18,4523,866006,96.644,4.8,23.773225806451613
cobertura alta,2020,1,17,4505,872610,-19.218999999999994,1.7,24.596129032258066
cobertura alta,2020,2,23,4529,872610,-41.238666666666674,2.2,24.658965517241377
cobertura alta,2020,3,26,4456,872610,-98.238,0.1,24.65258064516129
cobertura alta,2020,4,17,3943,872610,-69.07933333333332,1.1,20.703666666666667
cobertura alta,2020,5,20,4140,872610,-43.54833333333333,2.0,17.41741935483871
cobertura alta,2020,6,21,4214,872610,3.2396666666666674,2.5,18.706666666666667
cobertura alta,2020,7,19,3963,872610,-66.884,0.2,17.365806451612904
cobertura alta,2020,8,22,4074,872610,77.28966666666666,3.0,19.01322580645161
cobertura alta,2020,9,16,4654,872610,-131.39966666666666,0.0,24.039666666666665
cobertura alta,2020,10,12,4405,872610,-137.68166666666667,0.3,25.112903225806452
cobertura alta,2020,11,18,4433,872610,-82.33066666666667,0.9,24.346333333333334
cobertura alta,2020,12,21,4270,872610,55.974000000000004,4.2,24.455161290322582
cobertura alta,2021,1,16,4237,879003,229.391,7.3,23.968064516129033
cobertura alta,2021,2,10,4421,879003,-119.60866666666666,0.0,23.632142857142856
cobertura alta,2021,3,17,4344,879003,-14.348000000000003,1.3,24.11064516129032
cobertura alta,2021,4,14,4238,879003,-107.61933333333334,0.0,21.515
cobertura alta,2021,5,22,4412,879003,-112.48833333333334,0.2,18.551612903225806
cobertura alta,2021,6,19,4753,879003,16.81966666666667,2.5,16.326999999999998
cobertura alta,2021,7,20,4797,879003,-75.404,0.0,15.226451612903224
cobertura alta,2021,8,21,4806,879003,-47.35033333333334,0.3,20.230645161290322
cobertura alta,2021,9,23,5067,879003,-72.68966666666667,1.1,23.657666666666664
cobertura alta,2021,10,30,4949,879003,151.77833333333334,6.4,21.544193548387096
cobertura alta,2021,11,30,4946,879003,-87.79066666666667,0.5,24.341
cobertura alta,2021,12,34,4774,879003,-169.18599999999998,0.2,26.730967741935483
cobertura alta,2022,1,10,4509,907342,-28.94899999999999,1.7,26.089677419354835
cobertura alta,2022,2,16,4719,907342,-67.84866666666667,2.0,25.935000000000002
cobertura alta,2022,3,12,5009,907342,107.18199999999999,3.9,23.67451612903226
cobertura alta,2022,4,22,4811,907342,2.3006666666666704,1.6,21.483666666666664
cobertura alta,2022,5,20,5046,907342,-14.048333333333341,2.5,16.734193548387097
cobertura alta,2022,6,10,4403,907342,7.629666666666668,3.1,16.286666666666665
cobertura alta,2022,7,12,4911,907342,-56.174,0.6,19.467096774193546
cobertura alta,2022,8,16,5285,907342,81.11966666666666,3.7,17.621612903225806
cobertura alta,2022,9,24,5002,907342,121.76033333333332,5.7,18.057666666666666
cobertura alta,2022,10,24,4956,907342,175.74833333333333,6.2,20.658709677419356
cobertura alta,2022,11,32,4672,907342,-100.35066666666667,0.4,21.591
cobertura alta,2022,12,34,5133,907342,-57.83599999999999,1.5,24.336129032258064
cobertura alta,2023,1,26,5037,935680,7.331,2.2,24.134193548387096
cobertura alta,2023,2,25,5032,935680,70.15133333333333,4.7,22.883928571428573
cobertura alta,2023,3,30,4972,935680,-9.238,1.1,23.97
cobertura alta,2023,4,24,5445,935680,-4.699333333333334,1.8,20.803333333333335
cobertura alta,2023,5,22,5162,935680,-93.41833333333334,0.5,19.248709677419356
cobertura alta,2023,6,16,5095,935680,-37.32033333333333,1.6,17.145333333333333
cobertura alta,2023,7,19,5126,935680,48.455999999999996,2.6,18.296774193548387
cobertura alta,2023,8,24,5593,935680,-3.6803333333333397,1.2,19.995161290322578
cobertura alta,2023,9,18,5932,935680,-7.369666666666667,2.5,23.057333333333332
cobertura alta,2023,10,21,5150,935680,176.92833333333334,7.2,23.517741935483873
cobertura alta,2023,11,24,5424,935680,118.30933333333334,4.8,24.129333333333335
cobertura alta,2023,12,34,5706,935680,-28.875999999999998,2.0,25.35483870967742
cobertura alta,2024,1,49,6017,964019,-10.718999999999998,2.6,25.12677419354839
cobertura alta,2024,2,53,6413,964019,-49.55866666666667,0.7,25.857586206896553
cobertura alta,2024,3,37,6547,964019,-11.608,1.2,25.71290322580645
cobertura alta,2024,4,25,6224,964019,26.470666666666666,2.2,23.826
cobertura alta,2024,5,22,6857,964019,-28.058333333333337,2.2,19.903870967741934
cobertura alta,2024,6,21,6180,964019,-84.76033333333334,0.9,20.575666666666667
cobertura alta,2024,7,27,6464,964019,23.165999999999997,2.5,17.069032258064517
cobertura alta,2024,8,49,7141,964019,-60.77033333333334,0.1,19.116451612903226
cobertura alta,2024,9,65,6781,964019,-25.169666666666668,2.3,23.418666666666667
cobertura alta,2024,10,43,6831,964019,-76.12166666666666,1.4,24.02741935483871
cobertura alta,2024,11,29,6415,964019,-36.930666666666674,1.7,24.633333333333333
cobertura alta,2024,12,25,6053,964019,140.30400000000003,6.4,23.38193548387097
cobertura alta,2025,1,51,7328,973079,-53.089,0.9,25.09774193548387
cobertura alta,2025,2,35,6252,973079,-52.23866666666667,0.7,25.906071428571426
cobertura alta,2025,3,31,6356,973079,-39.998000000000005,0.8,25.05225806451613
cobertura alta,2025,4,36,6740,973079,75.66066666666667,3.9,20.771333333333335
cobertura alta,2025,5,23,6960,973079,-56.38833333333334,1.6,19.380322580645164
cobertura alta,2025,6,22,7154,973079,146.79966666666667,5.4,16.142666666666667
cobertura alta,2025,7,26,7778,973079,-51.624,0.9,15.926774193548388
cobertura alta,2025,8,23,7163,973079,17.569666666666663,1.6,17.550645161290323
cobertura alta,2025,9,29,7405,973079,-51.68966666666667,1.0,21.267
cobertura alta,2025,10,29,7701,973079,6.098333333333338,3.1,21.086774193548386
cobertura alta,2025,11,34,7635,973079,13.919333333333332,2.8,22.433666666666667
cobertura alta,2025,12,35,7299,973079,-4.075999999999999,2.5,24.154516129032256
cobertura alta,2026,1,50,7191,973079,-76.62899999999999,1.1,24.458064516129035
cobertura alta,2026,2,29,6442,973079,-65.74866666666667,1.4,25.71607142857143
cobertura alta,2026,3,47,6808,973079,-37.298,0.3,25.72774193548387
cobertura alta,2026,4,19,3727,973079,23.790666666666674,2.3,22.465333333333334
cobertura alta,2026,5,45,9720,973079,41.95166666666667,3.2,17.420645161290324
cobertura baixa,2008,1,176,1448,233460,-27.570000000000004,1.5,24.238064516129032
cobertura baixa,2008,2,98,1361,233460,6.93133333333334,3.2,24.155172413793103
cobertura baixa,2008,3,278,1993,233460,-64.83366666666666,0.0,23.368709677419353
cobertura baixa,2008,4,158,1728,233460,30.861666666666668,1.9,20.997666666666667
cobertura baixa,2008,5,179,1728,233460,-46.012,1.8,17.52064516129032
cobertura baixa,2008,6,127,1658,233460,1.6896666666666718,2.4,15.508
cobertura baixa,2008,7,159,1704,233460,-31.896000000000004,1.1,18.61225806451613
cobertura baixa,2008,8,151,1670,233460,112.43300000000002,3.7,19.27516129032258
cobertura baixa,2008,9,159,1690,233460,-70.969,1.3,18.359666666666666
cobertura baixa,2008,10,180,1685,233460,35.83066666666666,3.1,22.630967741935486
cobertura baixa,2008,11,137,1425,233460,67.66033333333334,4.8,23.311
cobertura baixa,2008,12,182,1708,233460,-127.69333333333334,0.6,25.552580645161292
cobertura baixa,2009,1,149,1708,234225,-8.709999999999999,1.9,24.00225806451613
cobertura baixa,2009,2,149,1508,234225,-25.358666666666664,1.1,25.2
cobertura baixa,2009,3,148,1675,234225,-72.96366666666667,0.2,25.250967741935487
cobertura baixa,2009,4,146,1695,234225,-107.96833333333333,0.0,23.549333333333333
cobertura baixa,2009,5,133,1479,234225,25.078,3.3,19.44774193548387
cobertura baixa,2009,6,114,1811,234225,-35.62033333333333,1.3,14.953
cobertura baixa,2009,7,85,1669,234225,39.464,1.3,15.453870967741935
cobertura baixa,2009,8,81,1741,234225,-12.406999999999996,1.0,18.248709677419356
cobertura baixa,2009,9,95,1909,234225,65.06099999999999,3.8,19.429333333333336
cobertura baixa,2009,10,94,1773,234225,171.33066666666667,6.9,22.016774193548386
cobertura baixa,2009,11,105,1718,234225,38.21033333333334,2.7,25.743666666666666
cobertura baixa,2009,12,167,1783,234225,14.616666666666656,2.7,24.886129032258065
cobertura baixa,2010,1,153,1673,235896,45.849999999999994,2.0,25.16225806451613
cobertura baixa,2010,2,145,1687,235896,-3.6386666666666656,1.2,25.597857142857144
cobertura baixa,2010,3,155,1726,235896,4.706333333333336,2.0,24.3341935483871
cobertura baixa,2010,4,117,1712,235896,62.841666666666676,4.2,21.444
cobertura baixa,2010,5,98,1804,235896,28.368000000000006,4.0,17.133870967741935
cobertura baixa,2010,6,68,1667,235896,-86.50033333333333,0.6,17.494999999999997
cobertura baixa,2010,7,128,1814,235896,27.983999999999998,2.9,16.969354838709677
cobertura baixa,2010,8,85,1851,235896,-69.027,0.0,18.026451612903227
cobertura baixa,2010,9,93,1791,235896,6.301000000000002,2.2,21.093
cobertura baixa,2010,10,111,1813,235896,16.750666666666667,3.9,20.331612903225807
cobertura baixa,2010,11,109,1792,235896,-52.739666666666665,1.3,21.815
cobertura baixa,2010,12,96,1645,235896,75.51666666666667,4.1,23.924193548387098
cobertura baixa,2011,1,102,1642,237569,-29.3,0.6,25.139032258064518
cobertura baixa,2011,2,98,1629,237569,119.51133333333333,3.7,24.29
cobertura baixa,2011,3,97,1669,237569,-7.803666666666665,1.7,23.744516129032256
cobertura baixa,2011,4,88,1707,237569,-24.50833333333333,0.5,21.75133333333333
cobertura baixa,2011,5,34,1207,237569,-136.722,0.0,18.171612903225807
cobertura baixa,2011,6,31,1330,237569,-12.510333333333328,2.8,16.15566666666667
cobertura baixa,2011,7,46,1387,237569,55.08399999999999,3.4,17.031290322580645
cobertura baixa,2011,8,36,1335,237569,93.943,3.9,17.688709677419354
cobertura baixa,2011,9,41,1238,237569,-26.339,2.4,19.846666666666668
cobertura baixa,2011,10,59,1482,237569,18.60066666666667,4.5,22.238709677419354
cobertura baixa,2011,11,57,1331,237569,8.310333333333336,3.0,22.519
cobertura baixa,2011,12,80,1395,237569,-106.99333333333334,0.6,24.33806451612903
cobertura baixa,2012,1,76,1358,238505,-22.000000000000007,1.7,24.701935483870965
cobertura baixa,2012,2,71,1318,238505,-53.79866666666667,0.8,26.07689655172414
cobertura baixa,2012,3,66,1310,238505,-68.72366666666667,0.7,23.83258064516129
cobertura baixa,2012,4,60,1354,238505,102.36166666666666,4.6,21.500999999999998
cobertura baixa,2012,5,51,1452,238505,-29.151999999999997,2.6,18.478709677419353
cobertura baixa,2012,6,70,1436,238505,69.29966666666668,3.4,17.14
cobertura baixa,2012,7,56,1482,238505,-15.556000000000001,0.9,16.585483870967742
cobertura baixa,2012,8,62,1446,238505,-84.637,0.0,20.881290322580647
cobertura baixa,2012,9,60,1426,238505,-104.049,0.5,22.105333333333334
cobertura baixa,2012,10,72,1490,238505,-53.36933333333333,2.2,24.009999999999998
cobertura baixa,2012,11,63,1384,238505,-71.66966666666667,0.1,24.582
cobertura baixa,2012,12,66,1344,238505,-3.963333333333337,2.0,26.494838709677417
cobertura baixa,2013,1,45,1331,247249,-55.05,2.0,24.936451612903227
cobertura baixa,2013,2,55,1198,247249,84.68133333333333,3.6,24.314642857142857
cobertura baixa,2013,3,50,1356,247249,104.44633333333334,3.9,22.85290322580645
cobertura baixa,2013,4,64,1405,247249,29.521666666666665,3.1,20.74266666666667
cobertura baixa,2013,5,52,1351,247249,14.938000000000006,2.0,18.896451612903228
cobertura baixa,2013,6,33,1294,247249,247.8096666666667,7.3,17.190333333333335
cobertura baixa,2013,7,37,1390,247249,-41.746,1.5,16.136129032258065
cobertura baixa,2013,8,31,1327,247249,-49.687,0.0,16.591290322580644
cobertura baixa,2013,9,36,1442,247249,-3.6089999999999973,2.8,20.028333333333336
cobertura baixa,2013,10,52,1269,247249,-74.73933333333333,1.9,21.680967741935483
cobertura baixa,2013,11,60,1578,247249,-30.64966666666667,2.2,23.674333333333333
cobertura baixa,2013,12,56,1307,247249,-59.503333333333345,1.1,25.408709677419356
cobertura baixa,2014,1,55,1336,248569,49.410000000000004,3.0,25.337096774193547
cobertura baixa,2014,2,69,1461,248569,-67.18866666666666,1.0,25.945714285714285
cobertura baixa,2014,3,55,1352,248569,76.70633333333333,3.0,23.15516129032258
cobertura baixa,2014,4,50,1351,248569,38.92166666666667,3.1,21.750999999999998
cobertura baixa,2014,5,44,1419,248569,-10.082,3.5,18.499354838709678
cobertura baixa,2014,6,35,1530,248569,152.73966666666666,4.5,17.788333333333334
