cod6,ano,faixa,obitos_a00a09,obitos_mal_definidos,obitos_total
210220,2013,0a4,0,0,16
210220,2013,20a59,0,5,28
210220,2013,5a19,0,0,3
210220,2013,60mais,1,8,67
210220,2014,0a4,0,0,15
210220,2014,20a59,0,2,35
210220,2014,5a19,0,0,5
210220,2014,60mais,0,3,64
210220,2015,0a4,0,0,5
210220,2015,20a59,0,3,32
210220,2015,5a19,0,0,5
210220,2015,60mais,0,3,45
210220,2016,0a4,0,0,11
210220,2016,20a59,0,1,36
210220,2016,5a19,0,2,4
210220,2016,60mais,0,6,62
210220,2017,0a4,2,0,11
210220,2017,20a59,0,2,38
210220,2017,5a19,0,0,5
210220,2017,60mais,0,5,76
210220,2018,0a4,0,0,12
210220,2018,20a59,0,3,29
210220,2018,5a19,0,0,1
210220,2018,60mais,0,2,78
210220,2019,0a4,0,0,7
210220,2019,20a59,0,3,32
210220,2019,5a19,0,1,9
210220,2019,60mais,1,8,84
210220,2020,0a4,0,0,5
210220,2020,20a59,0,6,44
210220,2020,5a19,0,0,6
210220,2020,60mais,0,17,113
210220,2021,0a4,0,0,7
210220,2021,20a59,0,2,41
210220,2021,5a19,0,0,3
210220,2021,60mais,0,0,94
210220,2022,0a4,0,0,11
210220,2022,20a59,0,8,38
210220,2022,5a19,0,0,4
210220,2022,60mais,0,5,98
210220,2023,0a4,0,0,11
210220,2023,20a59,1,5,40
210220,2023,5a19,0,1,3
210220,2023,60mais,1,8,69
210220,2024,0a4,0,0,7
210220,2024,20a59,0,2,48
210220,2024,5a19,0,0,4
210220,2024,60mais,1,2,85
210230,2008,0a4,1,0,5
210230,2008,20a59,0,1,20
210230,2008,5a19,0,0,2
210230,2008,60mais,1,0,65
210230,2009,0a4,0,0,5
210230,2009,20a59,0,0,32
210230,2009,5a19,0,0,6
210230,2009,60mais,1,0,61
210230,2010,0a4,1,0,11
210230,2010,20a59,0,1,13
210230,2010,5a19,0,0,1
210230,2010,60mais,0,0,47
210230,2011,0a4,0,0,5
210230,2011,20a59,0,0,32
210230,2011,5a19,0,0,7
210230,2011,60mais,0,0,66
210230,2012,0a4,0,0,7
210230,2012,20a59,0,1,30
210230,2012,5a19,0,1,4
210230,2012,60mais,0,1,51
210230,2013,0a4,0,0,7
210230,2013,20a59,0,1,33
210230,2013,5a19,0,0,5
210230,2013,60mais,0,2,61
210230,2014,0a4,0,1,11
210230,2014,20a59,0,1,38
210230,2014,5a19,0,0,3
210230,2014,60mais,0,2,60
210230,2015,0a4,0,0,7
210230,2015,20a59,0,2,37
210230,2015,5a19,0,1,2
210230,2015,60mais,1,1,69
210230,2016,0a4,0,0,6
210230,2016,20a59,1,2,44
210230,2016,5a19,0,1,3
210230,2016,60mais,0,3,95
210230,2017,0a4,0,0,6
210230,2017,20a59,0,4,39
210230,2017,5a19,0,1,7
210230,2017,60mais,1,6,61
210230,2018,0a4,0,0,6
210230,2018,20a59,0,1,37
210230,2018,5a19,0,0,4
210230,2018,60mais,0,14,71
210230,2019,0a4,0,0,5
210230,2019,20a59,0,4,44
210230,2019,5a19,0,0,1
210230,2019,60mais,0,14,89
210230,2020,0a4,0,2,9
210230,2020,20a59,0,1,51
210230,2020,5a19,0,0,2
210230,2020,60mais,0,3,122
210230,2021,0a4,0,0,7
210230,2021,20a59,0,2,44
210230,2021,5a19,0,0,3
210230,2021,60mais,0,7,122
210230,2022,0a4,0,0,5
210230,2022,20a59,0,7,42
210230,2022,5a19,0,0,3
210230,2022,60mais,0,14,107
210230,2023,0a4,0,0,3
210230,2023,20a59,0,4,59
210230,2023,5a19,0,0,7
210230,2023,60mais,0,20,104
210230,2024,0a4,0,0,5
210230,2024,20a59,0,3,51
210230,2024,5a19,0,0,4
210230,2024,60mais,1,7,110
210232,2008,0a4,1,3,32
210232,2008,20a59,0,7,91
210232,2008,5a19,0,2,9
210232,2008,60mais,2,19,92
210232,2009,0a4,5,5,37
210232,2009,20a59,0,15,110
210232,2009,5a19,0,5,29
210232,2009,60mais,0,25,78
210232,2010,0a4,2,0,27
210232,2010,20a59,0,13,103
210232,2010,5a19,0,1,18
210232,2010,60mais,0,30,100
210232,2011,0a4,0,4,23
210232,2011,20a59,0,10,100
210232,2011,5a19,2,4,21
210232,2011,60mais,1,25,92
210232,2012,0a4,3,0,24
210232,2012,20a59,0,9,107
210232,2012,5a19,0,0,11
210232,2012,60mais,1,28,118
210232,2013,0a4,0,2,26
210232,2013,20a59,0,9,108
210232,2013,5a19,0,2,15
210232,2013,60mais,0,34,120
210232,2014,0a4,1,2,29
210232,2014,20a59,1,11,117
210232,2014,5a19,0,1,20
210232,2014,60mais,1,25,128
210232,2015,0a4,2,2,32
210232,2015,20a59,0,3,94
210232,2015,5a19,0,2,15
210232,2015,60mais,0,25,111
210232,2016,0a4,1,0,19
210232,2016,20a59,0,5,117
210232,2016,5a19,0,0,18
210232,2016,60mais,0,14,138
210232,2017,0a4,2,1,36
210232,2017,20a59,0,9,113
210232,2017,5a19,0,2,10
210232,2017,60mais,1,25,139
210232,2018,0a4,0,2,20
210232,2018,20a59,1,7,118
210232,2018,5a19,0,1,20
210232,2018,60mais,1,8,107
210232,2019,0a4,0,2,24
210232,2019,20a59,0,4,112
210232,2019,5a19,0,1,9
210232,2019,60mais,1,33,153
210232,2020,0a4,0,0,16
210232,2020,20a59,0,18,127
210232,2020,5a19,1,0,13
210232,2020,60mais,1,46,193
210232,2021,0a4,0,1,22
210232,2021,20a59,1,13,149
210232,2021,5a19,0,0,13
210232,2021,60mais,1,41,221
210232,2022,0a4,0,0,22
210232,2022,20a59,0,14,109
210232,2022,5a19,0,1,17
210232,2022,60mais,0,40,182
210232,2023,0a4,0,0,12
210232,2023,20a59,0,5,104
210232,2023,5a19,0,0,11
210232,2023,60mais,2,34,206
210232,2024,0a4,0,1,15
210232,2024,20a59,1,5,101
210232,2024,5a19,0,0,17
210232,2024,60mais,2,40,195
210235,2008,0a4,1,0,4
210235,2008,20a59,0,6,12
210235,2008,5a19,0,0,5
210235,2008,60mais,0,11,25
210235,2009,0a4,0,0,4
210235,2009,20a59,0,0,6
210235,2009,5a19,0,0,1
210235,2009,60mais,0,3,12
210235,2010,0a4,0,0,2
210235,2010,20a59,0,5,9
210235,2010,5a19,0,0,1
210235,2010,60mais,0,10,18
210235,2011,0a4,0,0,3
210235,2011,20a59,0,5,11
210235,2011,60mais,0,16,32
210235,2012,0a4,0,0,6
210235,2012,20a59,0,3,13
210235,2012,5a19,0,0,1
210235,2012,60mais,0,16,28
210235,2013,0a4,0,0,3
210235,2013,20a59,0,10,21
210235,2013,5a19,0,1,2
210235,2013,60mais,0,16,38
210235,2014,0a4,0,0,2
210235,2014,20a59,0,6,15
210235,2014,5a19,0,0,1
210235,2014,60mais,0,16,32
210235,2015,0a4,0,1,5
210235,2015,20a59,0,4,25
210235,2015,5a19,0,0,2
210235,2015,60mais,0,18,34
210235,2016,0a4,0,1,2
210235,2016,20a59,0,3,22
210235,2016,5a19,0,0,2
210235,2016,60mais,0,10,55
210235,2017,0a4,0,0,8
210235,2017,20a59,0,2,27
210235,2017,5a19,0,0,2
210235,2017,60mais,0,10,51
210235,2018,0a4,0,0,5
210235,2018,20a59,0,1,23
210235,2018,5a19,0,0,2
210235,2018,60mais,0,6,49
210235,2019,0a4,0,1,7
210235,2019,20a59,0,1,21
210235,2019,5a19,0,0,1
210235,2019,60mais,0,7,55
210235,2020,0a4,0,1,6
210235,2020,20a59,0,1,24
210235,2020,5a19,0,0,4
210235,2020,60mais,0,10,72
210235,2021,0a4,0,0,4
210235,2021,20a59,0,0,26
210235,2021,60mais,0,10,74
210235,2022,0a4,0,0,10
210235,2022,20a59,0,2,23
210235,2022,5a19,0,0,1
210235,2022,60mais,1,7,61
210235,2023,0a4,0,0,2
210235,2023,20a59,0,1,19
210235,2023,5a19,0,0,2
210235,2023,60mais,0,11,51
210235,2024,0a4,0,0,1
210235,2024,20a59,0,1,23
210235,2024,5a19,0,0,4
210235,2024,60mais,0,16,63
210237,2008,0a4,0,0,2
210237,2008,20a59,0,1,4
210237,2008,5a19,0,0,1
210237,2008,60mais,0,7,14
210237,2009,0a4,1,1,6
210237,2009,20a59,0,0,6
210237,2009,5a19,0,0,1
210237,2009,60mais,0,2,8
210237,2010,0a4,0,0,1
210237,2010,20a59,1,1,13
210237,2010,5a19,0,0,2
210237,2010,60mais,0,2,15
210237,2011,0a4,0,0,4
210237,2011,20a59,0,0,9
210237,2011,60mais,0,4,26
210237,2012,0a4,0,0,3
210237,2012,20a59,0,1,11
210237,2012,5a19,0,0,2
210237,2012,60mais,0,0,17
210237,2013,0a4,0,1,3
210237,2013,20a59,0,0,9
210237,2013,5a19,0,0,1
210237,2013,60mais,0,1,10
210237,2014,0a4,0,0,2
210237,2014,20a59,0,0,6
210237,2014,5a19,0,0,1
210237,2014,60mais,0,1,14
210237,2015,20a59,0,0,3
210237,2015,5a19,0,0,2
210237,2015,60mais,0,1,16
210237,2016,0a4,0,0,2
210237,2016,20a59,0,2,11
210237,2016,60mais,0,0,16
210237,2017,0a4,0,0,3
210237,2017,20a59,0,2,13
210237,2017,5a19,0,2,3
210237,2017,60mais,0,4,22
210237,2018,0a4,0,0,2
210237,2018,20a59,0,3,14
210237,2018,60mais,0,7,27
210237,2019,0a4,0,0,3
210237,2019,20a59,0,1,9
210237,2019,5a19,0,0,1
210237,2019,60mais,0,0,20
210237,2020,0a4,0,0,3
210237,2020,20a59,0,1,18
210237,2020,5a19,0,0,1
210237,2020,60mais,0,1,24
210237,2021,0a4,0,0,5
210237,2021,20a59,0,3,14
210237,2021,5a19,0,0,1
210237,2021,60mais,0,2,10
210237,2022,0a4,0,0,2
210237,2022,20a59,0,2,11
210237,2022,5a19,0,0,3
210237,2022,60mais,0,1,15
210237,2023,0a4,0,0,1
210237,2023,20a59,0,0,9
210237,2023,60mais,1,0,14
210237,2024,0a4,0,0,3
210237,2024,20a59,0,0,12
210237,2024,60mais,0,1,26
210240,2008,0a4,0,1,3
210240,2008,20a59,0,1,6
210240,2008,5a19,0,0,1
210240,2008,60mais,0,5,11
210240,2009,0a4,0,0,2
210240,2009,20a59,0,1,4
210240,2009,5a19,0,0,1
210240,2009,60mais,0,4,15
210240,2010,0a4,0,1,5
210240,2010,20a59,0,2,12
210240,2010,5a19,0,1,1
210240,2010,60mais,0,12,33
210240,2011,0a4,0,0,6
210240,2011,20a59,0,0,2
210240,2011,5a19,0,0,2
210240,2011,60mais,0,0,7
210240,2012,0a4,0,1,2
210240,2012,20a59,0,0,11
210240,2012,5a19,0,1,2
210240,2012,60mais,0,2,17
210240,2013,0a4,0,0,8
210240,2013,20a59,0,9,17
210240,2013,5a19,0,0,1
210240,2013,60mais,0,7,31
210240,2014,0a4,0,0,1
210240,2014,20a59,0,2,12
210240,2014,5a19,0,0,1
210240,2014,60mais,1,4,23
210240,2015,0a4,0,0,2
210240,2015,20a59,0,4,19
210240,2015,60mais,1,7,31
210240,2016,0a4,0,0,2
210240,2016,20a59,0,0,10
210240,2016,5a19,0,0,4
210240,2016,60mais,0,0,32
210240,2017,0a4,0,0,6
210240,2017,20a59,0,0,13
210240,2017,5a19,0,0,1
210240,2017,60mais,0,3,33
210240,2018,0a4,0,0,1
210240,2018,20a59,0,2,17
210240,2018,5a19,0,0,1
210240,2018,60mais,0,5,34
210240,2019,0a4,0,0,1
210240,2019,20a59,0,2,7
210240,2019,5a19,0,0,1
210240,2019,60mais,0,6,35
210240,2020,20a59,0,3,15
210240,2020,5a19,0,0,3
210240,2020,60mais,0,10,34
210240,2021,20a59,0,1,16
210240,2021,5a19,0,0,1
210240,2021,60mais,0,5,35
210240,2022,0a4,0,0,3
210240,2022,20a59,0,1,14
210240,2022,60mais,0,6,38
210240,2023,0a4,0,0,2
210240,2023,20a59,0,4,13
210240,2023,5a19,0,0,2
210240,2023,60mais,0,5,40
210240,2024,0a4,1,0,2
210240,2024,20a59,0,0,16
210240,2024,60mais,0,2,34
210250,2008,0a4,1,0,4
210250,2008,20a59,0,1,8
210250,2008,5a19,0,1,2
210250,2008,60mais,0,2,14
210250,2009,0a4,0,0,2
210250,2009,20a59,0,2,19
210250,2009,5a19,0,1,3
210250,2009,60mais,0,2,29
210250,2010,0a4,0,0,8
210250,2010,20a59,0,2,25
210250,2010,5a19,0,0,2
210250,2010,60mais,0,0,33
210250,2011,0a4,0,0,4
210250,2011,20a59,0,1,25
210250,2011,60mais,0,0,37
210250,2012,0a4,0,0,3
210250,2012,20a59,0,5,17
210250,2012,5a19,1,1,2
210250,2012,60mais,0,4,33
210250,2013,0a4,0,0,4
210250,2013,20a59,0,1,17
210250,2013,5a19,0,0,2
210250,2013,60mais,0,11,32
210250,2014,0a4,0,0,9
210250,2014,20a59,1,1,32
210250,2014,5a19,0,0,7
210250,2014,60mais,0,7,35
210250,2015,0a4,0,0,5
210250,2015,20a59,0,5,21
210250,2015,5a19,0,0,2
210250,2015,60mais,0,3,37
210250,2016,0a4,0,0,2
210250,2016,20a59,0,2,26
210250,2016,5a19,0,0,1
210250,2016,60mais,0,4,45
210250,2017,0a4,0,0,4
210250,2017,20a59,0,2,23
210250,2017,5a19,0,0,3
210250,2017,60mais,1,3,45
210250,2018,0a4,0,0,4
210250,2018,20a59,0,1,18
210250,2018,5a19,0,0,3
210250,2018,60mais,0,4,39
210250,2019,0a4,0,1,8
210250,2019,20a59,0,4,26
210250,2019,5a19,0,0,4
210250,2019,60mais,0,5,44
210250,2020,0a4,1,0,6
210250,2020,20a59,0,2,28
210250,2020,5a19,0,0,3
210250,2020,60mais,0,1,41
210250,2021,0a4,0,1,4
210250,2021,20a59,0,3,23
210250,2021,5a19,0,0,2
210250,2021,60mais,0,7,48
210250,2022,0a4,0,0,7
210250,2022,20a59,0,2,24
210250,2022,5a19,0,0,3
210250,2022,60mais,0,5,63
210250,2023,0a4,0,0,5
210250,2023,20a59,0,3,22
210250,2023,60mais,0,2,44
210250,2024,0a4,0,0,3
210250,2024,20a59,0,1,20
210250,2024,5a19,0,0,2
210250,2024,60mais,0,6,62
210255,2008,0a4,0,0,1
210255,2008,20a59,0,0,10
210255,2008,60mais,0,3,31
210255,2009,0a4,0,0,7
210255,2009,20a59,0,0,12
210255,2009,5a19,0,0,3
210255,2009,60mais,0,0,8
210255,2010,0a4,1,0,7
210255,2010,20a59,0,0,19
210255,2010,5a19,1,0,1
210255,2010,60mais,0,0,23
210255,2011,0a4,1,0,6
210255,2011,20a59,0,2,21
210255,2011,5a19,0,0,2
210255,2011,60mais,0,2,36
210255,2012,0a4,0,0,4
210255,2012,20a59,0,1,19
210255,2012,5a19,0,1,2
210255,2012,60mais,0,6,41
210255,2013,0a4,0,0,5
210255,2013,20a59,0,0,20
210255,2013,5a19,0,0,2
210255,2013,60mais,0,2,31
210255,2014,0a4,0,0,7
210255,2014,20a59,0,1,23
210255,2014,60mais,0,2,26
210255,2015,0a4,0,0,1
210255,2015,20a59,0,1,28
210255,2015,5a19,0,1,5
210255,2015,60mais,0,3,37
210255,2016,0a4,1,0,4
210255,2016,20a59,0,0,21
210255,2016,60mais,0,2,31
210255,2017,0a4,0,0,3
210255,2017,20a59,0,0,24
210255,2017,5a19,0,1,5
210255,2017,60mais,0,2,52
210255,2018,0a4,0,1,6
210255,2018,20a59,0,1,25
210255,2018,5a19,0,0,1
210255,2018,60mais,1,1,53
210255,2019,0a4,0,0,2
210255,2019,20a59,0,0,30
210255,2019,5a19,0,1,3
210255,2019,60mais,0,3,46
210255,2020,0a4,0,0,2
210255,2020,20a59,0,2,26
210255,2020,5a19,0,0,1
210255,2020,60mais,0,1,52
210255,2021,0a4,0,0,5
210255,2021,20a59,0,1,28
210255,2021,5a19,0,0,2
210255,2021,60mais,0,2,63
210255,2022,0a4,0,0,3
210255,2022,20a59,0,1,26
210255,2022,5a19,0,0,6
210255,2022,60mais,0,6,47
210255,2023,0a4,0,0,2
210255,2023,20a59,0,3,17
210255,2023,5a19,0,0,2
210255,2023,60mais,0,4,37
210255,2024,0a4,0,0,6
210255,2024,20a59,0,1,25
210255,2024,5a19,0,0,1
210255,2024,60mais,0,2,54
210260,2008,0a4,0,1,2
210260,2008,20a59,0,2,9
210260,2008,5a19,0,0,2
210260,2008,60mais,0,5,9
210260,2009,0a4,0,0,5
210260,2009,20a59,0,1,14
210260,2009,60mais,0,6,12
210260,2010,0a4,0,0,2
210260,2010,20a59,0,2,20
210260,2010,5a19,0,0,5
210260,2010,60mais,0,5,14
210260,2011,0a4,0,0,7
210260,2011,20a59,0,4,15
210260,2011,5a19,0,0,1
210260,2011,60mais,0,12,21
210260,2012,0a4,0,0,5
210260,2012,20a59,0,3,20
210260,2012,5a19,0,0,2
210260,2012,60mais,0,10,27
210260,2013,0a4,0,1,3
210260,2013,20a59,0,4,11
210260,2013,5a19,0,2,2
210260,2013,60mais,0,8,21
210260,2014,0a4,0,0,2
210260,2014,20a59,0,5,15
210260,2014,5a19,0,0,2
210260,2014,60mais,0,4,26
210260,2015,0a4,1,0,1
210260,2015,20a59,0,1,15
210260,2015,5a19,0,0,2
210260,2015,60mais,0,1,39
210260,2016,0a4,0,1,4
210260,2016,20a59,0,1,23
210260,2016,5a19,0,0,2
210260,2016,60mais,0,2,36
210260,2017,0a4,0,2,5
210260,2017,20a59,1,0,19
210260,2017,60mais,0,1,28
210260,2018,20a59,1,1,26
210260,2018,5a19,0,0,4
210260,2018,60mais,0,1,32
210260,2019,0a4,0,0,10
210260,2019,20a59,0,1,22
210260,2019,5a19,0,0,1
210260,2019,60mais,0,3,47
210260,2020,0a4,0,0,9
210260,2020,20a59,0,0,22
210260,2020,5a19,0,0,1
210260,2020,60mais,0,0,52
210260,2021,0a4,0,0,4
210260,2021,20a59,0,3,30
210260,2021,5a19,0,0,1
210260,2021,60mais,0,6,45
210260,2022,0a4,1,1,8
210260,2022,20a59,0,4,23
210260,2022,5a19,0,0,1
210260,2022,60mais,0,5,55
210260,2023,0a4,0,0,3
210260,2023,20a59,0,4,29
210260,2023,5a19,0,0,2
210260,2023,60mais,0,9,39
210260,2024,0a4,0,0,2
210260,2024,20a59,0,4,25
210260,2024,5a19,0,0,2
210260,2024,60mais,0,10,51
210270,2008,0a4,1,1,5
210270,2008,20a59,0,1,18
210270,2008,5a19,0,0,3
210270,2008,60mais,2,4,47
210270,2009,0a4,0,0,5
210270,2009,20a59,1,0,18
210270,2009,5a19,0,0,6
210270,2009,60mais,1,1,59
210270,2010,0a4,0,0,7
210270,2010,20a59,0,3,24
210270,2010,5a19,0,0,3
210270,2010,60mais,0,6,51
210270,2011,0a4,0,2,13
210270,2011,20a59,0,0,27
210270,2011,5a19,0,0,1
210270,2011,60mais,0,3,55
210270,2012,0a4,0,0,7
210270,2012,20a59,0,2,27
210270,2012,5a19,0,0,4
210270,2012,60mais,0,6,49
210270,2013,0a4,0,1,10
210270,2013,20a59,0,0,19
210270,2013,5a19,0,0,3
210270,2013,60mais,0,4,61
210270,2014,0a4,0,0,7
210270,2014,20a59,0,0,23
210270,2014,5a19,0,0,4
210270,2014,60mais,0,6,48
210270,2015,0a4,0,0,11
210270,2015,20a59,0,1,23
210270,2015,5a19,0,1,6
210270,2015,60mais,0,0,64
210270,2016,0a4,0,0,2
210270,2016,20a59,0,1,27
210270,2016,5a19,0,0,4
210270,2016,60mais,0,0,67
210270,2017,0a4,0,0,5
210270,2017,20a59,0,0,29
210270,2017,5a19,0,0,2
210270,2017,60mais,1,1,61
210270,2018,0a4,0,0,4
210270,2018,20a59,0,1,23
210270,2018,60mais,0,1,63
210270,2019,0a4,0,0,4
210270,2019,20a59,1,2,19
210270,2019,5a19,0,0,1
210270,2019,60mais,0,0,52
210270,2020,0a4,0,1,4
210270,2020,20a59,0,0,34
210270,2020,5a19,0,0,3
210270,2020,60mais,0,2,69
210270,2021,0a4,0,0,4
210270,2021,20a59,1,2,39
210270,2021,60mais,0,2,72
210270,2022,0a4,1,0,3
210270,2022,20a59,0,0,21
210270,2022,5a19,0,0,2
210270,2022,60mais,0,1,58
210270,2023,0a4,1,0,4
210270,2023,20a59,0,2,33
210270,2023,5a19,0,0,1
210270,2023,60mais,1,2,78
210270,2024,0a4,0,0,3
210270,2024,20a59,0,1,35
210270,2024,5a19,0,0,1
210270,2024,60mais,0,3,69
210275,2008,0a4,0,0,1
210275,2008,20a59,0,1,14
210275,2008,5a19,0,0,1
210275,2008,60mais,0,0,20
210275,2009,0a4,0,0,2
210275,2009,20a59,0,0,20
210275,2009,5a19,0,0,2
210275,2009,60mais,0,1,30
210275,2010,0a4,0,0,2
210275,2010,20a59,0,0,11
210275,2010,5a19,0,0,2
210275,2010,60mais,0,3,21
210275,2011,0a4,0,0,3
210275,2011,20a59,0,1,18
210275,2011,5a19,0,0,3
210275,2011,60mais,0,3,32
210275,2012,0a4,0,1,4
210275,2012,20a59,0,0,24
210275,2012,60mais,0,1,30
210275,2013,0a4,0,0,2
210275,2013,20a59,0,0,11
210275,2013,5a19,0,0,4
210275,2013,60mais,0,0,27
210275,2014,20a59,0,2,22
210275,2014,5a19,0,0,1
210275,2014,60mais,0,0,19
210275,2015,0a4,0,0,6
210275,2015,20a59,0,0,14
210275,2015,5a19,0,0,2
210275,2015,60mais,0,6,42
210275,2016,0a4,0,0,5
210275,2016,20a59,0,1,12
210275,2016,5a19,0,0,1
210275,2016,60mais,0,2,33
210275,2017,0a4,0,0,4
210275,2017,20a59,0,0,19
210275,2017,5a19,0,0,1
210275,2017,60mais,0,2,48
210275,2018,0a4,0,0,4
210275,2018,20a59,0,2,23
210275,2018,5a19,0,1,1
210275,2018,60mais,0,7,40
210275,2019,0a4,0,0,1
210275,2019,20a59,0,2,18
210275,2019,5a19,0,1,1
210275,2019,60mais,0,2,35
210275,2020,0a4,0,0,5
210275,2020,20a59,0,1,17
210275,2020,5a19,0,0,1
210275,2020,60mais,0,10,56
210275,2021,0a4,0,1,7
210275,2021,20a59,0,0,23
210275,2021,5a19,0,0,2
210275,2021,60mais,0,6,57
210275,2022,0a4,0,0,3
210275,2022,20a59,0,2,21
210275,2022,5a19,0,0,4
210275,2022,60mais,0,8,43
210275,2023,0a4,0,0,1
210275,2023,20a59,0,1,25
210275,2023,60mais,1,4,44
210275,2024,0a4,0,0,1
210275,2024,20a59,0,0,17
210275,2024,60mais,1,3,52
210280,2008,0a4,0,1,5
210280,2008,20a59,0,2,33
210280,2008,5a19,0,0,6
210280,2008,60mais,1,1,75
210280,2009,0a4,0,1,5
210280,2009,20a59,0,1,34
210280,2009,5a19,0,0,7
210280,2009,60mais,0,2,76
210280,2010,0a4,0,0,4
210280,2010,20a59,0,7,40
210280,2010,5a19,0,0,3
210280,2010,60mais,0,8,88
210280,2011,0a4,0,0,9
210280,2011,20a59,0,0,37
210280,2011,5a19,0,1,3
210280,2011,60mais,0,0,92
210280,2012,0a4,0,0,4
210280,2012,20a59,0,1,37
210280,2012,5a19,1,0,4
210280,2012,60mais,0,3,85
210280,2013,0a4,0,0,11
210280,2013,20a59,0,2,38
210280,2013,5a19,0,1,3
210280,2013,60mais,1,6,91
210280,2014,0a4,1,0,3
210280,2014,20a59,0,0,49
210280,2014,5a19,0,0,5
210280,2014,60mais,0,4,112
210280,2015,0a4,0,0,7
210280,2015,20a59,0,1,45
210280,2015,5a19,0,0,2
210280,2015,60mais,0,4,95
210280,2016,0a4,0,0,8
210280,2016,20a59,0,3,46
210280,2016,5a19,0,0,4
210280,2016,60mais,0,9,103
210280,2017,0a4,0,0,5
210280,2017,20a59,0,6,44
210280,2017,5a19,0,0,2
210280,2017,60mais,0,15,96
210280,2018,0a4,0,1,11
210280,2018,20a59,0,3,38
210280,2018,5a19,0,0,3
210280,2018,60mais,1,13,96
210280,2019,0a4,0,0,5
210280,2019,20a59,0,0,38
210280,2019,5a19,0,0,2
210280,2019,60mais,0,4,98
210280,2020,0a4,0,1,5
210280,2020,20a59,0,5,60
210280,2020,5a19,0,0,6
210280,2020,60mais,0,7,112
210280,2021,0a4,0,0,8
210280,2021,20a59,0,3,48
210280,2021,5a19,0,0,5
210280,2021,60mais,0,16,141
210280,2022,0a4,0,0,6
210280,2022,20a59,1,6,48
210280,2022,5a19,0,0,4
210280,2022,60mais,0,18,134
210280,2023,0a4,0,1,5
210280,2023,20a59,0,4,49
210280,2023,5a19,0,1,3
210280,2023,60mais,1,13,116
210280,2024,0a4,0,0,5
210280,2024,20a59,0,7,50
210280,2024,5a19,0,0,1
210280,2024,60mais,0,12,109
210290,2008,0a4,0,0,9
210290,2008,20a59,0,2,25
210290,2008,5a19,0,0,2
210290,2008,60mais,0,3,39
210290,2009,0a4,1,4,12
210290,2009,20a59,0,0,18
210290,2009,5a19,0,2,6
210290,2009,60mais,1,3,50
210290,2010,0a4,1,0,7
210290,2010,20a59,0,4,24
210290,2010,60mais,1,4,33
210290,2011,0a4,0,0,9
210290,2011,20a59,0,2,20
210290,2011,5a19,0,1,3
210290,2011,60mais,0,19,53
210290,2012,0a4,0,0,6
210290,2012,20a59,0,3,29
210290,2012,5a19,0,0,3
210290,2012,60mais,1,12,54
210290,2013,0a4,0,2,11
210290,2013,20a59,0,6,25
210290,2013,5a19,0,2,7
210290,2013,60mais,0,11,37
210290,2014,0a4,1,0,12
210290,2014,20a59,0,1,20
210290,2014,5a19,0,1,4
210290,2014,60mais,1,17,54
210290,2015,0a4,0,0,5
210290,2015,20a59,1,5,25
210290,2015,5a19,0,0,2
210290,2015,60mais,0,8,66
210290,2016,0a4,0,2,6
210290,2016,20a59,0,1,37
210290,2016,5a19,0,0,1
210290,2016,60mais,2,2,50
210290,2017,0a4,0,1,8
210290,2017,20a59,0,1,28
210290,2017,5a19,0,0,5
210290,2017,60mais,2,3,62
210290,2018,0a4,0,0,4
210290,2018,20a59,0,2,27
210290,2018,5a19,0,0,3
210290,2018,60mais,0,3,58
210290,2019,0a4,1,2,10
210290,2019,20a59,1,1,27
210290,2019,5a19,0,0,3
210290,2019,60mais,0,2,52
210290,2020,0a4,1,0,8
210290,2020,20a59,0,4,22
210290,2020,5a19,0,0,1
210290,2020,60mais,0,6,75
210290,2021,0a4,0,0,4
210290,2021,20a59,0,1,52
210290,2021,5a19,0,0,5
210290,2021,60mais,0,4,80
210290,2022,0a4,0,0,4
210290,2022,20a59,0,2,45
210290,2022,60mais,0,3,77
210290,2023,0a4,0,0,7
210290,2023,20a59,0,4,36
210290,2023,5a19,0,0,4
210290,2023,60mais,1,6,73
210290,2024,0a4,0,0,3
210290,2024,20a59,0,8,47
210290,2024,5a19,0,1,3
210290,2024,60mais,1,5,68
210300,2008,0a4,5,0,80
210300,2008,20a59,1,2,214
210300,2008,5a19,0,0,17
210300,2008,60mais,4,11,354
210300,2009,0a4,1,2,74
210300,2009,20a59,0,7,224
210300,2009,5a19,1,1,19
210300,2009,60mais,4,15,409
210300,2010,0a4,1,1,77
210300,2010,20a59,0,2,239
210300,2010,5a19,0,0,20
210300,2010,60mais,4,22,452
210300,2011,0a4,2,1,106
210300,2011,20a59,1,11,305
210300,2011,5a19,0,0,35
210300,2011,60mais,6,17,439
210300,2012,0a4,1,0,60
210300,2012,20a59,1,7,312
210300,2012,5a19,0,1,36
210300,2012,60mais,4,29,486
210300,2013,0a4,2,1,82
210300,2013,20a59,3,5,267
210300,2013,5a19,0,0,30
210300,2013,60mais,4,29,467
210300,2014,0a4,0,0,55
210300,2014,20a59,0,5,291
210300,2014,5a19,0,1,40
210300,2014,60mais,5,27,518
210300,2015,0a4,0,0,52
210300,2015,20a59,1,4,290
210300,2015,5a19,0,0,28
210300,2015,60mais,4,22,554
210300,2016,0a4,0,0,41
210300,2016,20a59,0,3,321
210300,2016,5a19,0,0,25
210300,2016,60mais,4,2,622
210300,2017,0a4,3,0,33
