cod6,ano,faixa,obitos_a00a09,obitos_mal_definidos,obitos_total
210580,2023,20a59,0,1,18
210580,2023,5a19,0,0,1
210580,2023,60mais,0,1,30
210580,2024,0a4,0,0,2
210580,2024,20a59,0,1,15
210580,2024,60mais,0,2,34
210590,2008,0a4,0,0,7
210590,2008,20a59,0,1,12
210590,2008,5a19,0,0,1
210590,2008,60mais,0,2,21
210590,2009,0a4,0,0,3
210590,2009,20a59,0,0,20
210590,2009,5a19,0,0,1
210590,2009,60mais,0,0,28
210590,2010,0a4,0,2,7
210590,2010,20a59,0,1,23
210590,2010,5a19,0,1,2
210590,2010,60mais,0,1,17
210590,2011,0a4,0,0,12
210590,2011,20a59,0,0,16
210590,2011,5a19,0,0,6
210590,2011,60mais,0,1,24
210590,2012,0a4,0,0,3
210590,2012,20a59,0,1,19
210590,2012,5a19,0,0,3
210590,2012,60mais,0,0,29
210590,2013,0a4,0,0,6
210590,2013,20a59,0,0,16
210590,2013,5a19,0,0,1
210590,2013,60mais,0,1,33
210590,2014,0a4,0,0,2
210590,2014,20a59,0,0,15
210590,2014,5a19,1,0,2
210590,2014,60mais,0,1,33
210590,2015,0a4,0,0,1
210590,2015,20a59,0,0,22
210590,2015,60mais,0,1,34
210590,2016,0a4,0,0,5
210590,2016,20a59,0,0,24
210590,2016,5a19,0,0,1
210590,2016,60mais,1,3,32
210590,2017,0a4,0,0,5
210590,2017,20a59,0,1,27
210590,2017,5a19,0,0,1
210590,2017,60mais,2,0,53
210590,2018,0a4,0,0,2
210590,2018,20a59,0,0,24
210590,2018,5a19,0,0,4
210590,2018,60mais,0,4,43
210590,2019,0a4,0,0,4
210590,2019,20a59,0,0,24
210590,2019,5a19,0,1,5
210590,2019,60mais,1,2,51
210590,2020,0a4,0,0,3
210590,2020,20a59,0,1,21
210590,2020,5a19,1,0,4
210590,2020,60mais,0,1,54
210590,2021,0a4,0,0,1
210590,2021,20a59,0,0,32
210590,2021,5a19,0,0,3
210590,2021,60mais,0,2,57
210590,2022,0a4,1,0,3
210590,2022,20a59,0,2,27
210590,2022,5a19,0,0,1
210590,2022,60mais,0,4,52
210590,2023,0a4,0,0,7
210590,2023,20a59,0,1,27
210590,2023,5a19,0,0,2
210590,2023,60mais,0,3,47
210590,2024,0a4,1,1,7
210590,2024,20a59,0,0,20
210590,2024,5a19,0,0,2
210590,2024,60mais,0,5,49
210592,2008,0a4,1,2,6
210592,2008,20a59,1,2,10
210592,2008,5a19,0,0,1
210592,2008,60mais,1,1,17
210592,2009,0a4,0,1,4
210592,2009,20a59,0,1,14
210592,2009,60mais,0,3,22
210592,2010,0a4,0,1,3
210592,2010,20a59,0,0,15
210592,2010,5a19,0,0,1
210592,2010,60mais,0,2,14
210592,2011,0a4,0,0,2
210592,2011,20a59,0,0,8
210592,2011,5a19,0,0,2
210592,2011,60mais,0,0,24
210592,2012,0a4,0,0,3
210592,2012,20a59,0,1,9
210592,2012,5a19,0,0,1
210592,2012,60mais,0,1,17
210592,2013,20a59,0,0,13
210592,2013,60mais,0,1,28
210592,2014,0a4,0,0,2
210592,2014,20a59,0,0,7
210592,2014,5a19,0,0,2
210592,2014,60mais,0,0,34
210592,2015,0a4,0,0,5
210592,2015,20a59,0,1,15
210592,2015,5a19,0,0,1
210592,2015,60mais,0,0,32
210592,2016,0a4,0,0,3
210592,2016,20a59,0,0,10
210592,2016,5a19,0,0,1
210592,2016,60mais,0,0,29
210592,2017,0a4,0,0,1
210592,2017,20a59,0,0,13
210592,2017,5a19,0,0,1
210592,2017,60mais,0,0,35
210592,2018,0a4,0,0,1
210592,2018,20a59,0,0,10
210592,2018,60mais,0,0,45
210592,2019,0a4,0,1,5
210592,2019,20a59,0,0,15
210592,2019,5a19,0,0,2
210592,2019,60mais,0,1,35
210592,2020,0a4,0,0,4
210592,2020,20a59,0,0,17
210592,2020,5a19,0,0,3
210592,2020,60mais,0,1,30
210592,2021,0a4,0,0,2
210592,2021,20a59,0,0,24
210592,2021,5a19,0,0,2
210592,2021,60mais,0,0,44
210592,2022,0a4,0,0,3
210592,2022,20a59,0,0,21
210592,2022,5a19,0,0,1
210592,2022,60mais,0,1,35
210592,2023,0a4,0,0,4
210592,2023,20a59,0,0,11
210592,2023,60mais,0,1,36
210592,2024,0a4,0,0,2
210592,2024,20a59,0,0,18
210592,2024,5a19,0,0,2
210592,2024,60mais,1,0,39
210594,2008,0a4,0,0,2
210594,2008,20a59,0,5,10
210594,2008,5a19,0,0,1
210594,2008,60mais,0,14,15
210594,2009,0a4,0,0,2
210594,2009,20a59,0,5,12
210594,2009,60mais,0,12,24
210594,2010,0a4,0,0,3
210594,2010,20a59,0,4,13
210594,2010,5a19,0,1,1
210594,2010,60mais,0,7,20
210594,2011,0a4,0,0,1
210594,2011,20a59,0,1,8
210594,2011,60mais,0,2,23
210594,2012,0a4,0,0,2
210594,2012,20a59,0,0,12
210594,2012,5a19,0,0,1
210594,2012,60mais,0,3,26
210594,2013,0a4,0,1,1
210594,2013,20a59,0,5,20
210594,2013,5a19,0,0,1
210594,2013,60mais,0,5,23
210594,2014,0a4,0,0,1
210594,2014,20a59,0,2,15
210594,2014,5a19,0,0,2
210594,2014,60mais,1,2,20
210594,2015,0a4,0,0,1
210594,2015,20a59,0,2,9
210594,2015,5a19,0,0,2
210594,2015,60mais,0,3,28
210594,2016,0a4,0,0,1
210594,2016,20a59,0,5,22
210594,2016,5a19,0,1,1
210594,2016,60mais,0,2,35
210594,2017,0a4,0,0,3
210594,2017,20a59,0,1,14
210594,2017,5a19,0,0,1
210594,2017,60mais,0,0,39
210594,2018,0a4,0,0,2
210594,2018,20a59,0,0,23
210594,2018,5a19,0,0,2
210594,2018,60mais,1,0,34
210594,2019,0a4,1,0,3
210594,2019,20a59,0,0,22
210594,2019,60mais,0,0,35
210594,2020,0a4,0,0,2
210594,2020,20a59,0,0,22
210594,2020,5a19,0,0,4
210594,2020,60mais,0,0,49
210594,2021,0a4,0,0,2
210594,2021,20a59,0,1,19
210594,2021,5a19,0,0,2
210594,2021,60mais,0,1,44
210594,2022,20a59,0,0,16
210594,2022,5a19,0,0,1
210594,2022,60mais,0,1,40
210594,2023,0a4,0,0,1
210594,2023,20a59,0,1,25
210594,2023,5a19,0,0,1
210594,2023,60mais,0,0,36
210594,2024,0a4,0,0,1
210594,2024,20a59,0,0,16
210594,2024,5a19,0,0,3
210594,2024,60mais,0,1,45
210596,2008,0a4,0,0,6
210596,2008,20a59,0,1,8
210596,2008,5a19,0,0,4
210596,2008,60mais,0,0,8
210596,2009,0a4,3,1,9
210596,2009,20a59,1,1,13
210596,2009,5a19,0,1,3
210596,2009,60mais,2,0,14
210596,2010,0a4,2,0,8
210596,2010,20a59,0,0,16
210596,2010,5a19,0,0,1
210596,2010,60mais,0,0,10
210596,2011,0a4,0,1,1
210596,2011,20a59,0,0,11
210596,2011,5a19,0,0,2
210596,2011,60mais,0,0,20
210596,2012,0a4,0,0,4
210596,2012,20a59,0,1,17
210596,2012,5a19,0,0,3
210596,2012,60mais,0,1,16
210596,2013,0a4,0,1,6
210596,2013,20a59,0,1,15
210596,2013,5a19,0,0,1
210596,2013,60mais,0,0,15
210596,2014,0a4,0,0,2
210596,2014,20a59,0,2,8
210596,2014,5a19,0,1,1
210596,2014,60mais,0,3,18
210596,2015,0a4,0,0,1
210596,2015,20a59,0,2,3
210596,2015,5a19,0,3,5
210596,2015,60mais,0,2,19
210596,2016,0a4,1,0,5
210596,2016,20a59,0,0,10
210596,2016,60mais,2,1,26
210596,2017,0a4,1,0,5
210596,2017,20a59,0,1,16
210596,2017,5a19,0,0,1
210596,2017,60mais,0,1,25
210596,2018,0a4,0,0,2
210596,2018,20a59,0,0,9
210596,2018,5a19,0,0,3
210596,2018,60mais,0,7,41
210596,2019,0a4,0,1,5
210596,2019,20a59,0,1,16
210596,2019,5a19,0,0,4
210596,2019,60mais,0,6,36
210596,2020,0a4,0,0,1
210596,2020,20a59,0,0,18
210596,2020,5a19,0,0,1
210596,2020,60mais,0,5,31
210596,2021,0a4,0,0,7
210596,2021,20a59,0,2,27
210596,2021,5a19,0,0,3
210596,2021,60mais,0,0,38
210596,2022,0a4,0,0,7
210596,2022,20a59,0,2,20
210596,2022,5a19,0,0,2
210596,2022,60mais,0,2,41
210596,2023,0a4,0,0,1
210596,2023,20a59,0,0,25
210596,2023,5a19,0,0,2
210596,2023,60mais,0,0,29
210596,2024,0a4,0,0,4
210596,2024,20a59,0,1,19
210596,2024,5a19,0,1,1
210596,2024,60mais,0,0,39
210598,2008,0a4,0,0,1
210598,2008,20a59,0,2,11
210598,2008,5a19,0,0,2
210598,2008,60mais,0,5,6
210598,2009,20a59,0,0,2
210598,2009,5a19,0,0,1
210598,2009,60mais,0,0,11
210598,2010,0a4,0,0,3
210598,2010,20a59,0,2,12
210598,2010,60mais,0,4,6
210598,2011,0a4,0,2,3
210598,2011,20a59,0,2,12
210598,2011,5a19,0,0,3
210598,2011,60mais,0,2,14
210598,2012,0a4,0,0,2
210598,2012,20a59,0,4,12
210598,2012,5a19,0,1,2
210598,2012,60mais,0,1,13
210598,2013,0a4,0,0,4
210598,2013,20a59,0,1,9
210598,2013,5a19,0,0,1
210598,2013,60mais,0,1,19
210598,2014,0a4,0,0,4
210598,2014,20a59,0,0,3
210598,2014,5a19,0,0,1
210598,2014,60mais,0,1,19
210598,2015,20a59,0,0,7
210598,2015,60mais,0,1,17
210598,2016,0a4,0,0,3
210598,2016,20a59,0,0,11
210598,2016,60mais,1,1,28
210598,2017,0a4,0,0,2
210598,2017,20a59,0,1,7
210598,2017,5a19,0,0,1
210598,2017,60mais,0,0,13
210598,2018,0a4,0,0,1
210598,2018,20a59,0,1,10
210598,2018,5a19,0,0,2
210598,2018,60mais,0,0,17
210598,2019,0a4,0,0,3
210598,2019,20a59,0,0,10
210598,2019,5a19,0,0,1
210598,2019,60mais,0,0,18
210598,2020,0a4,0,0,1
210598,2020,20a59,0,0,9
210598,2020,5a19,0,0,2
210598,2020,60mais,0,0,35
210598,2021,0a4,0,0,5
210598,2021,20a59,0,2,12
210598,2021,60mais,0,1,31
210598,2022,0a4,0,0,1
210598,2022,20a59,0,0,10
210598,2022,60mais,0,2,22
210598,2023,0a4,0,0,1
210598,2023,20a59,0,0,14
210598,2023,5a19,0,0,1
210598,2023,60mais,0,1,19
210598,2024,20a59,0,0,13
210598,2024,5a19,0,0,3
210598,2024,60mais,0,2,29
210600,2008,0a4,1,0,3
210600,2008,20a59,0,1,15
210600,2008,5a19,0,0,1
210600,2008,60mais,0,0,19
210600,2009,0a4,0,0,6
210600,2009,20a59,0,2,11
210600,2009,5a19,0,1,4
210600,2009,60mais,0,1,22
210600,2010,0a4,0,0,5
210600,2010,20a59,0,3,15
210600,2010,5a19,0,0,1
210600,2010,60mais,0,2,23
210600,2011,0a4,0,0,4
210600,2011,20a59,0,1,25
210600,2011,5a19,0,1,3
210600,2011,60mais,0,3,38
210600,2012,0a4,0,0,2
210600,2012,20a59,0,2,13
210600,2012,5a19,0,0,2
210600,2012,60mais,0,1,33
210600,2013,0a4,1,0,2
210600,2013,20a59,0,1,18
210600,2013,5a19,0,0,3
210600,2013,60mais,1,2,40
210600,2014,20a59,0,1,23
210600,2014,5a19,0,0,2
210600,2014,60mais,0,0,48
210600,2015,0a4,0,0,3
210600,2015,20a59,0,0,17
210600,2015,5a19,0,0,3
210600,2015,60mais,0,2,61
210600,2016,0a4,1,0,2
210600,2016,20a59,0,2,25
210600,2016,5a19,0,0,1
210600,2016,60mais,0,2,47
210600,2017,0a4,0,0,2
210600,2017,20a59,0,0,19
210600,2017,5a19,0,0,2
210600,2017,60mais,0,3,57
210600,2018,0a4,0,0,6
210600,2018,20a59,0,0,18
210600,2018,5a19,0,0,3
210600,2018,60mais,0,0,64
210600,2019,0a4,0,0,2
210600,2019,20a59,0,1,20
210600,2019,5a19,0,1,1
210600,2019,60mais,0,6,54
210600,2020,0a4,0,0,2
210600,2020,20a59,0,1,26
210600,2020,5a19,1,0,1
210600,2020,60mais,0,8,85
210600,2021,0a4,0,0,1
210600,2021,20a59,0,0,32
210600,2021,5a19,0,0,2
210600,2021,60mais,1,1,70
210600,2022,0a4,0,0,3
210600,2022,20a59,0,1,18
210600,2022,5a19,0,0,2
210600,2022,60mais,1,1,68
210600,2023,0a4,0,0,3
210600,2023,20a59,0,1,26
210600,2023,5a19,0,0,3
210600,2023,60mais,0,8,66
210600,2024,0a4,1,0,2
210600,2024,20a59,1,1,33
210600,2024,5a19,0,0,2
210600,2024,60mais,0,0,67
210610,2008,20a59,0,0,8
210610,2008,5a19,0,0,3
210610,2008,60mais,0,0,22
210610,2009,0a4,0,0,5
210610,2009,20a59,0,1,12
210610,2009,5a19,0,0,3
210610,2009,60mais,0,2,23
210610,2010,0a4,0,0,4
210610,2010,20a59,0,4,11
210610,2010,5a19,0,0,3
210610,2010,60mais,0,3,23
210610,2011,0a4,0,0,2
210610,2011,20a59,0,4,11
210610,2011,60mais,0,6,26
210610,2012,0a4,0,0,2
210610,2012,20a59,1,0,15
210610,2012,5a19,0,1,2
210610,2012,60mais,0,3,22
210610,2013,20a59,0,1,12
210610,2013,60mais,0,1,21
210610,2014,0a4,0,0,2
210610,2014,20a59,0,3,10
210610,2014,5a19,0,1,3
210610,2014,60mais,0,1,15
210610,2015,0a4,0,0,4
210610,2015,20a59,0,2,18
210610,2015,5a19,0,0,1
210610,2015,60mais,0,7,30
210610,2016,0a4,0,0,5
210610,2016,20a59,0,3,15
210610,2016,5a19,0,0,3
210610,2016,60mais,0,9,28
210610,2017,0a4,0,0,5
210610,2017,20a59,0,1,23
210610,2017,5a19,0,0,1
210610,2017,60mais,0,3,37
210610,2018,0a4,0,0,3
210610,2018,20a59,0,1,18
210610,2018,5a19,0,0,2
210610,2018,60mais,0,3,32
210610,2019,0a4,0,1,2
210610,2019,20a59,0,3,16
210610,2019,5a19,0,0,3
210610,2019,60mais,0,0,43
210610,2020,0a4,0,0,1
210610,2020,20a59,0,2,25
210610,2020,5a19,0,0,1
210610,2020,60mais,0,3,39
210610,2021,0a4,0,0,2
210610,2021,20a59,0,0,14
210610,2021,5a19,0,0,3
210610,2021,60mais,0,2,36
210610,2022,0a4,0,0,3
210610,2022,20a59,0,1,20
210610,2022,5a19,0,0,1
210610,2022,60mais,0,2,47
210610,2023,0a4,0,0,2
210610,2023,20a59,0,1,15
210610,2023,5a19,0,0,1
210610,2023,60mais,0,2,56
210610,2024,0a4,0,0,2
210610,2024,20a59,0,0,16
210610,2024,5a19,0,0,1
210610,2024,60mais,0,3,43
210620,2008,0a4,0,0,5
210620,2008,20a59,0,1,5
210620,2008,60mais,0,1,8
210620,2009,0a4,0,0,1
210620,2009,20a59,0,2,7
210620,2009,5a19,0,2,2
210620,2009,60mais,0,0,11
210620,2010,0a4,0,0,1
210620,2010,20a59,0,2,7
210620,2010,60mais,0,1,11
210620,2011,0a4,1,0,1
210620,2011,20a59,0,1,6
210620,2011,5a19,0,0,1
210620,2011,60mais,0,5,18
210620,2012,0a4,0,0,4
210620,2012,20a59,0,3,6
210620,2012,60mais,0,3,20
210620,2013,0a4,0,0,1
210620,2013,20a59,0,1,6
210620,2013,60mais,0,1,15
210620,2014,20a59,0,1,5
210620,2014,60mais,0,1,16
210620,2015,0a4,0,0,2
210620,2015,20a59,0,0,11
210620,2015,5a19,0,0,1
210620,2015,60mais,0,0,17
210620,2016,20a59,0,0,6
210620,2016,60mais,0,0,14
210620,2017,0a4,0,0,1
210620,2017,20a59,1,0,10
210620,2017,5a19,0,0,1
210620,2017,60mais,0,0,6
210620,2018,0a4,0,0,3
210620,2018,20a59,0,1,8
210620,2018,5a19,0,0,1
210620,2018,60mais,0,1,27
210620,2019,0a4,0,0,1
210620,2019,20a59,0,1,8
210620,2019,5a19,0,1,1
210620,2019,60mais,0,2,15
210620,2020,0a4,0,0,4
210620,2020,20a59,1,0,12
210620,2020,60mais,1,0,16
210620,2021,0a4,0,0,2
210620,2021,20a59,0,1,16
210620,2021,60mais,0,1,35
210620,2022,0a4,0,0,1
210620,2022,20a59,0,0,10
210620,2022,5a19,0,0,1
210620,2022,60mais,0,0,21
210620,2023,0a4,1,0,3
210620,2023,20a59,0,0,12
210620,2023,60mais,0,2,15
210620,2024,20a59,0,2,11
210620,2024,60mais,0,0,13
210630,2008,0a4,0,0,5
210630,2008,20a59,0,1,19
210630,2008,60mais,0,3,40
210630,2009,0a4,1,0,5
210630,2009,20a59,0,0,15
210630,2009,5a19,0,0,1
210630,2009,60mais,0,4,30
210630,2010,0a4,0,0,5
210630,2010,20a59,0,1,16
210630,2010,5a19,1,0,2
210630,2010,60mais,0,1,34
210630,2011,0a4,0,0,7
210630,2011,20a59,1,2,15
210630,2011,5a19,0,0,1
210630,2011,60mais,0,1,30
210630,2012,0a4,1,0,4
210630,2012,20a59,0,2,20
210630,2012,60mais,0,12,39
210630,2013,0a4,0,0,5
210630,2013,20a59,0,2,20
210630,2013,5a19,0,1,4
210630,2013,60mais,1,4,54
210630,2014,0a4,0,0,4
210630,2014,20a59,0,2,20
210630,2014,5a19,0,0,2
210630,2014,60mais,0,6,46
210630,2015,0a4,0,0,2
210630,2015,20a59,0,0,17
210630,2015,5a19,0,0,2
210630,2015,60mais,1,4,51
210630,2016,0a4,0,0,1
210630,2016,20a59,0,2,15
210630,2016,5a19,0,0,1
210630,2016,60mais,0,8,44
210630,2017,0a4,0,0,4
210630,2017,20a59,0,2,12
210630,2017,5a19,0,0,1
210630,2017,60mais,0,8,52
210630,2018,0a4,0,1,8
210630,2018,20a59,0,0,15
210630,2018,5a19,0,0,3
210630,2018,60mais,0,7,49
210630,2019,0a4,0,0,3
210630,2019,20a59,0,3,17
210630,2019,5a19,0,1,4
210630,2019,60mais,0,2,46
210630,2020,0a4,0,0,4
210630,2020,20a59,0,0,12
210630,2020,5a19,0,0,4
210630,2020,60mais,0,7,64
210630,2021,0a4,0,0,4
210630,2021,20a59,0,6,30
210630,2021,5a19,0,0,2
210630,2021,60mais,0,18,72
210630,2022,0a4,0,0,3
210630,2022,20a59,0,3,18
210630,2022,5a19,0,0,2
210630,2022,60mais,0,11,64
210630,2023,0a4,0,0,1
210630,2023,20a59,0,1,23
210630,2023,5a19,0,0,1
210630,2023,60mais,1,8,50
210630,2024,0a4,0,0,2
210630,2024,20a59,0,0,11
210630,2024,5a19,0,0,1
210630,2024,60mais,0,2,52
210632,2008,0a4,0,0,4
210632,2008,20a59,0,3,13
210632,2008,5a19,0,0,3
210632,2008,60mais,0,2,19
210632,2009,0a4,2,0,13
210632,2009,20a59,0,2,16
210632,2009,5a19,0,0,2
210632,2009,60mais,0,1,31
210632,2010,0a4,0,0,9
210632,2010,20a59,0,1,22
210632,2010,5a19,0,0,4
210632,2010,60mais,0,4,29
210632,2011,0a4,1,0,11
210632,2011,20a59,0,2,26
210632,2011,5a19,0,0,8
210632,2011,60mais,0,3,33
210632,2012,0a4,0,0,10
210632,2012,20a59,0,1,30
210632,2012,5a19,0,1,6
210632,2012,60mais,0,4,40
210632,2013,0a4,0,3,8
210632,2013,20a59,0,1,27
210632,2013,5a19,0,0,3
210632,2013,60mais,0,1,37
210632,2014,0a4,0,0,5
210632,2014,20a59,0,3,31
210632,2014,5a19,0,1,3
210632,2014,60mais,1,0,46
210632,2015,0a4,0,0,5
210632,2015,20a59,0,0,27
210632,2015,5a19,0,1,3
210632,2015,60mais,1,2,49
210632,2016,0a4,0,0,9
210632,2016,20a59,0,2,28
210632,2016,5a19,0,0,1
210632,2016,60mais,0,0,32
210632,2017,0a4,0,1,7
210632,2017,20a59,0,1,21
210632,2017,5a19,0,1,4
210632,2017,60mais,1,2,33
210632,2018,0a4,0,0,2
210632,2018,20a59,0,1,30
210632,2018,5a19,0,0,1
210632,2018,60mais,0,4,38
210632,2019,0a4,0,1,12
210632,2019,20a59,1,3,29
210632,2019,5a19,0,1,6
210632,2019,60mais,1,3,47
210632,2020,0a4,0,0,2
210632,2020,20a59,0,2,29
210632,2020,5a19,0,0,3
210632,2020,60mais,0,4,66
210632,2021,0a4,1,0,7
210632,2021,20a59,0,4,32
210632,2021,5a19,0,0,4
210632,2021,60mais,0,4,55
210632,2022,0a4,1,1,8
210632,2022,20a59,0,2,37
210632,2022,5a19,0,0,2
210632,2022,60mais,0,8,58
210632,2023,0a4,0,0,4
210632,2023,20a59,0,3,45
210632,2023,5a19,0,0,3
210632,2023,60mais,0,11,74
210632,2024,0a4,0,0,2
210632,2024,20a59,0,1,34
210632,2024,5a19,0,1,6
210632,2024,60mais,1,6,54
210635,2008,0a4,0,0,2
210635,2008,20a59,0,0,1
210635,2008,5a19,0,0,1
210635,2008,60mais,0,0,2
210635,2009,0a4,0,1,3
210635,2009,20a59,0,2,7
210635,2009,5a19,0,0,1
210635,2009,60mais,0,3,7
210635,2010,0a4,1,0,4
210635,2010,20a59,0,0,3
210635,2010,60mais,0,0,6
210635,2011,0a4,0,0,5
210635,2011,20a59,0,1,8
210635,2011,5a19,0,0,2
210635,2011,60mais,0,0,5
210635,2012,0a4,0,2,6
210635,2012,20a59,0,3,9
210635,2012,60mais,0,1,8
210635,2013,0a4,0,0,1
210635,2013,20a59,0,4,11
210635,2013,5a19,0,0,1
210635,2013,60mais,0,3,10
210635,2014,0a4,1,0,7
210635,2014,20a59,0,1,7
210635,2014,60mais,0,0,3
210635,2015,20a59,0,1,10
210635,2015,60mais,0,0,9
210635,2016,0a4,0,1,1
210635,2016,20a59,0,0,10
210635,2016,5a19,0,2,3
210635,2016,60mais,0,0,4
210635,2017,0a4,0,0,1
210635,2017,20a59,0,0,6
210635,2017,5a19,0,0,1
210635,2017,60mais,0,0,3
210635,2018,0a4,0,0,2
210635,2018,20a59,0,0,15
210635,2018,5a19,0,0,1
210635,2018,60mais,0,0,5
210635,2019,20a59,0,2,10
210635,2019,60mais,0,0,9
210635,2020,0a4,0,0,2
210635,2020,20a59,0,0,6
210635,2020,5a19,0,1,3
210635,2020,60mais,0,0,11
210635,2021,0a4,0,1,2
210635,2021,20a59,0,1,13
210635,2021,60mais,0,0,7
210635,2022,0a4,0,0,3
210635,2022,20a59,0,0,10
210635,2022,5a19,0,0,1
210635,2022,60mais,0,0,9
210635,2023,0a4,0,0,3
210635,2023,20a59,0,0,6
210635,2023,60mais,1,0,19
210635,2024,0a4,0,0,1
210635,2024,20a59,0,0,13
210635,2024,5a19,0,1,4
210635,2024,60mais,0,2,7
210637,2008,0a4,1,0,3
210637,2008,20a59,0,0,7
210637,2008,60mais,0,2,21
210637,2009,0a4,0,0,4
210637,2009,20a59,0,1,11
210637,2009,5a19,0,0,2
210637,2009,60mais,0,1,26
210637,2010,0a4,0,0,4
210637,2010,20a59,0,2,11
210637,2010,60mais,0,0,16
210637,2011,0a4,1,3,9
210637,2011,20a59,0,2,8
210637,2011,5a19,0,0,1
210637,2011,60mais,0,3,21
210637,2012,0a4,0,1,8
210637,2012,20a59,0,3,12
210637,2012,60mais,0,2,31
210637,2013,0a4,0,0,6
210637,2013,20a59,0,1,14
210637,2013,5a19,0,0,2
210637,2013,60mais,0,1,27
210637,2014,0a4,1,0,2
210637,2014,20a59,0,4,13
210637,2014,60mais,0,1,27
210637,2015,0a4,0,1,5
210637,2015,20a59,0,3,16
210637,2015,60mais,0,2,27
210637,2016,0a4,1,0,5
210637,2016,20a59,0,1,13
210637,2016,5a19,0,1,1
210637,2016,60mais,0,2,23
210637,2017,0a4,0,0,3
210637,2017,20a59,0,0,16
210637,2017,5a19,0,1,4
210637,2017,60mais,0,3,29
210637,2018,0a4,0,0,3
210637,2018,20a59,0,1,12
210637,2018,5a19,0,0,1
210637,2018,60mais,0,0,29
210637,2019,0a4,0,0,4
210637,2019,20a59,0,0,13
210637,2019,5a19,0,0,3
210637,2019,60mais,0,2,42
210637,2020,0a4,0,0,2
210637,2020,20a59,0,1,19
210637,2020,60mais,0,2,39
210637,2021,0a4,0,0,3
210637,2021,20a59,0,0,10
210637,2021,5a19,0,0,3
210637,2021,60mais,0,1,42
210637,2022,0a4,0,0,2
210637,2022,20a59,0,1,19
210637,2022,5a19,0,0,2
210637,2022,60mais,0,6,31
210637,2023,0a4,0,0,4
210637,2023,20a59,0,0,22
210637,2023,5a19,0,0,2
210637,2023,60mais,0,0,31
210637,2024,0a4,0,1,4
210637,2024,20a59,0,4,25
210637,2024,5a19,0,0,2
210637,2024,60mais,0,1,27
210640,2008,0a4,3,0,10
210640,2008,20a59,0,0,17
210640,2008,5a19,0,1,6
210640,2008,60mais,0,0,23
210640,2009,0a4,0,1,5
210640,2009,20a59,0,0,9
210640,2009,5a19,0,0,5
210640,2009,60mais,0,0,18
210640,2010,0a4,1,0,7
210640,2010,20a59,0,0,12
210640,2010,5a19,0,0,1
210640,2010,60mais,1,1,34
210640,2011,0a4,0,0,10
210640,2011,20a59,0,0,7
210640,2011,5a19,0,0,1
210640,2011,60mais,2,1,30
210640,2012,0a4,0,0,2
210640,2012,20a59,0,0,12
210640,2012,5a19,0,0,2
210640,2012,60mais,0,0,25
210640,2013,0a4,0,0,9
210640,2013,20a59,0,0,14
210640,2013,5a19,0,0,3
210640,2013,60mais,0,1,37
210640,2014,0a4,0,0,1
210640,2014,20a59,0,0,13
210640,2014,5a19,0,0,3
210640,2014,60mais,1,1,32
210640,2015,0a4,0,0,7
210640,2015,20a59,0,0,17
210640,2015,5a19,0,0,1
210640,2015,60mais,1,3,62
210640,2016,0a4,0,0,8
210640,2016,20a59,0,0,13
210640,2016,5a19,0,0,2
210640,2016,60mais,0,1,36
210640,2017,0a4,1,0,9
210640,2017,20a59,0,0,21
210640,2017,5a19,0,1,4
210640,2017,60mais,0,0,37
210640,2018,0a4,0,0,5
210640,2018,20a59,0,0,17
210640,2018,5a19,0,0,2
210640,2018,60mais,0,2,43
210640,2019,0a4,0,0,3
210640,2019,20a59,0,0,12
210640,2019,5a19,0,1,2
210640,2019,60mais,0,1,48
210640,2020,0a4,0,0,5
210640,2020,20a59,0,0,32
210640,2020,5a19,0,0,1
210640,2020,60mais,1,1,55
210640,2021,0a4,0,0,1
210640,2021,20a59,0,0,22
210640,2021,5a19,0,0,5
210640,2021,60mais,0,6,68
210640,2022,0a4,0,0,1
210640,2022,20a59,0,1,22
210640,2022,5a19,0,0,2
210640,2022,60mais,0,6,77
210640,2023,0a4,0,0,4
210640,2023,20a59,0,0,24
210640,2023,5a19,0,0,1
210640,2023,60mais,0,1,50
210640,2024,0a4,0,0,3
210640,2024,20a59,0,4,38
210640,2024,5a19,0,1,4
210640,2024,60mais,2,3,49
210650,2008,0a4,0,0,9
210650,2008,20a59,0,0,17
210650,2008,5a19,0,0,2
210650,2008,60mais,0,2,32
210650,2009,0a4,0,0,5
210650,2009,20a59,0,1,23
210650,2009,5a19,0,0,2
210650,2009,60mais,0,4,54
210650,2010,0a4,0,0,8
210650,2010,20a59,0,1,22
210650,2010,5a19,0,0,2
210650,2010,60mais,1,3,46
210650,2011,0a4,0,0,4
210650,2011,20a59,0,1,29
210650,2011,5a19,0,0,1
210650,2011,60mais,0,1,51
210650,2012,0a4,0,0,5
210650,2012,20a59,1,0,30
210650,2012,5a19,0,0,1
210650,2012,60mais,0,0,40
210650,2013,0a4,0,0,8
210650,2013,20a59,0,3,32
210650,2013,5a19,0,1,5
210650,2013,60mais,0,5,62
210650,2014,0a4,0,0,8
210650,2014,20a59,0,1,35
210650,2014,5a19,0,1,3
210650,2014,60mais,0,2,45
210650,2015,0a4,0,0,5
210650,2015,20a59,0,0,31
210650,2015,5a19,0,0,3
210650,2015,60mais,0,3,68
210650,2016,0a4,0,0,4
210650,2016,20a59,0,2,33
210650,2016,5a19,0,0,3
210650,2016,60mais,0,0,40
