ano,mes,chuva_mm,normal_mm,anomalia_mm,anomalia_pct,oni,fase
1969,12,95.88857142857142,185.4586666666667,-89.57009523809526,-48.296527117324565,0.63,El Nino fraco
1970,1,66.25428571428571,165.94780952380952,-99.69352380952381,-60.07522732333516,0.51,El Nino fraco
1970,2,95.74285714285715,165.61752380952382,-69.87466666666667,-42.19038243020062,0.34,neutro
1970,3,157.79714285714286,128.59952380952382,29.197619047619042,22.70429794970728,0.29,neutro
1970,4,132.71428571428572,123.01209523809524,9.70219047619048,7.887184148364818,0.19,neutro
1970,5,103.27142857142857,149.96038095238094,-46.68895238095237,-31.134191634107797,0.04,neutro
1970,6,191.35142857142858,131.05228571428572,60.29914285714287,46.011515578297,-0.3,neutro
1970,7,111.04,105.8864761904762,5.153523809523804,4.867027400414454,-0.63,La Nina fraca
1970,8,41.065714285714286,92.07361904761905,-51.00790476190476,-55.3990440361905,-0.76,La Nina fraca
1970,9,150.36,147.04580952380954,3.3141904761904755,2.253848978711525,-0.77,La Nina fraca
1970,10,92.97714285714285,193.30371428571428,-100.32657142857143,-51.90100552350631,-0.74,La Nina fraca
1970,11,132.60571428571427,153.6029523809524,-20.997238095238117,-13.669814134276947,-0.86,La Nina fraca
1970,12,254.14857142857144,185.4586666666667,68.68990476190476,37.03785107296401,-1.15,La Nina moderada
1971,1,305.6142857142857,165.94780952380952,139.66647619047617,84.16289229201148,-1.36,La Nina moderada
1971,2,133.47714285714287,165.61752380952382,-32.14038095238095,-19.40638901795531,-1.38,La Nina moderada
1971,3,142.59714285714284,128.59952380952382,13.997619047619025,10.884658537578808,-1.12,La Nina moderada
1971,4,143.29142857142855,123.01209523809524,20.279333333333312,16.485641752611222,-0.85,La Nina fraca
1971,5,114.57714285714285,149.96038095238094,-35.3832380952381,-23.595057488200062,-0.73,La Nina fraca
1971,6,166.1942857142857,131.05228571428572,35.141999999999996,26.815251491771004,-0.74,La Nina fraca
1971,7,133.81428571428572,105.8864761904762,27.927809523809515,26.375237451070678,-0.8,La Nina fraca
1971,8,84.74285714285715,92.07361904761905,-7.3307619047619,-7.961848334614222,-0.77,La Nina fraca
1971,9,53.16,147.04580952380954,-93.88580952380954,-63.84800072021613,-0.82,La Nina fraca
1971,10,139.78285714285713,193.30371428571428,-53.52085714285715,-27.687443741381074,-0.85,La Nina fraca
1971,11,45.53142857142857,153.6029523809524,-108.07152380952382,-70.35771261837105,-0.96,La Nina fraca
1971,12,145.06857142857143,185.4586666666667,-40.390095238095256,-21.778488956081095,-0.9,La Nina fraca
1972,1,124.50857142857143,165.94780952380952,-41.439238095238096,-24.971247414562928,-0.71,La Nina fraca
1972,2,237.77142857142857,165.61752380952382,72.15390476190476,43.566588306735426,-0.35,neutro
1972,3,142.72,128.59952380952382,14.120476190476182,10.980193217037753,0.06,neutro
1972,4,84.37142857142857,123.01209523809524,-38.640666666666675,-31.412087235711244,0.41,neutro
1972,5,73.31714285714285,149.96038095238094,-76.64323809523809,-51.1089913272331,0.67,El Nino fraco
1972,6,52.457142857142856,131.05228571428572,-78.59514285714286,-59.97235563559147,0.92,El Nino fraco
1972,7,149.63714285714286,105.8864761904762,43.75066666666666,41.31846505871516,1.13,El Nino moderado
1972,8,263.08,92.07361904761905,171.00638095238094,185.72788027799697,1.37,El Nino moderado
1972,9,164.06285714285713,147.04580952380954,17.017047619047588,11.572616502405126,1.58,El Nino forte
1972,10,157.63714285714286,193.30371428571428,-35.666571428571416,-18.45105333871346,1.84,El Nino forte
1972,11,314.8342857142857,153.6029523809524,161.23133333333334,104.96629839084194,2.09,El Nino muito forte
1972,12,123.51142857142857,185.4586666666667,-61.94723809523812,-33.40218023166246,2.12,El Nino muito forte
1973,1,186.31428571428572,165.94780952380952,20.36647619047619,12.272820140813062,1.84,El Nino forte
1973,2,146.39142857142858,165.61752380952382,-19.22609523809524,-11.608732455272735,1.25,El Nino moderado
1973,3,141.87428571428572,128.59952380952382,13.274761904761903,10.322559144483241,0.54,El Nino fraco
1973,4,121.17714285714285,123.01209523809524,-1.8349523809523873,-1.4916845188278092,-0.1,neutro
1973,5,222.33714285714285,149.96038095238094,72.3767619047619,48.26392240744222,-0.54,La Nina fraca
1973,6,185.12857142857143,131.05228571428572,54.07628571428572,41.26313815859755,-0.87,La Nina fraca
