municipio,ano,faixa,casos,obitos,populacao,log_pib,log_dens,ano_c,esgoto_pct,esgoto_inadequado_pct,fossa_septica_pct,pct_0a4,pct_20a59,pct_60mais,pop_faixa,inadeq_10pp,septica_10pp
Abatiá,2008,0a4,45,0,7965,9.140122822305518,3.548179572010801,0,23.11,27.49,26.68,6.49,53.14,21.52,516.9285,2.7489999999999997,2.668
Abatiá,2008,20a59,40,0,7965,9.140122822305518,3.548179572010801,0,23.11,27.49,26.68,6.49,53.14,21.52,4232.601,2.7489999999999997,2.668
Abatiá,2008,60mais,17,0,7965,9.140122822305518,3.548179572010801,0,23.11,27.49,26.68,6.49,53.14,21.52,1714.068,2.7489999999999997,2.668
Abatiá,2009,0a4,18,0,7928,9.094342367203796,3.5435646229490776,1,23.11,27.49,26.68,6.49,53.14,21.52,514.5272,2.7489999999999997,2.668
Abatiá,2009,20a59,23,0,7928,9.094342367203796,3.5435646229490776,1,23.11,27.49,26.68,6.49,53.14,21.52,4212.9392,2.7489999999999997,2.668
Abatiá,2009,60mais,11,0,7928,9.094342367203796,3.5435646229490776,1,23.11,27.49,26.68,6.49,53.14,21.52,1706.1056,2.7489999999999997,2.668
Abatiá,2010,0a4,10,0,7828,9.242693325191992,3.530762586016799,2,23.11,27.49,26.68,6.49,53.14,21.52,508.0372,2.7489999999999997,2.668
Abatiá,2010,20a59,39,0,7828,9.242693325191992,3.530762586016799,2,23.11,27.49,26.68,6.49,53.14,21.52,4159.7991999999995,2.7489999999999997,2.668
Abatiá,2010,60mais,8,0,7828,9.242693325191992,3.530762586016799,2,23.11,27.49,26.68,6.49,53.14,21.52,1684.5856,2.7489999999999997,2.668
Abatiá,2011,0a4,14,0,7727,9.623917157954246,3.5177945292459696,3,23.11,27.49,26.68,6.49,53.14,21.52,501.4823,2.7489999999999997,2.668
Abatiá,2011,20a59,47,0,7727,9.623917157954246,3.5177945292459696,3,23.11,27.49,26.68,6.49,53.14,21.52,4106.1278,2.7489999999999997,2.668
Abatiá,2011,60mais,17,0,7727,9.623917157954246,3.5177945292459696,3,23.11,27.49,26.68,6.49,53.14,21.52,1662.8504,2.7489999999999997,2.668
Abatiá,2012,0a4,9,0,7690,9.48593063223955,3.5130368634176907,4,23.11,27.49,26.68,6.49,53.14,21.52,499.081,2.7489999999999997,2.668
Abatiá,2012,20a59,90,0,7690,9.48593063223955,3.5130368634176907,4,23.11,27.49,26.68,6.49,53.14,21.52,4086.466,2.7489999999999997,2.668
Abatiá,2012,60mais,34,0,7690,9.48593063223955,3.5130368634176907,4,23.11,27.49,26.68,6.49,53.14,21.52,1654.888,2.7489999999999997,2.668
Abatiá,2013,0a4,15,0,7881,9.664960022304475,3.5374749999547035,5,23.11,27.49,26.68,6.49,53.14,21.52,511.4769,2.7489999999999997,2.668
Abatiá,2013,20a59,44,0,7881,9.664960022304475,3.5374749999547035,5,23.11,27.49,26.68,6.49,53.14,21.52,4187.9634,2.7489999999999997,2.668
Abatiá,2013,60mais,22,0,7881,9.664960022304475,3.5374749999547035,5,23.11,27.49,26.68,6.49,53.14,21.52,1695.9912,2.7489999999999997,2.668
Abatiá,2014,0a4,14,0,7852,9.746333032361033,3.5339784928959737,6,23.11,27.49,26.68,6.49,53.14,21.52,509.5948,2.7489999999999997,2.668
Abatiá,2014,20a59,28,0,7852,9.746333032361033,3.5339784928959737,6,23.11,27.49,26.68,6.49,53.14,21.52,4172.5527999999995,2.7489999999999997,2.668
Abatiá,2014,60mais,12,0,7852,9.746333032361033,3.5339784928959737,6,23.11,27.49,26.68,6.49,53.14,21.52,1689.7504000000001,2.7489999999999997,2.668
Abatiá,2015,0a4,15,0,7823,9.844549320464846,3.530176762918616,7,23.11,27.49,26.68,6.49,53.14,21.52,507.7127,2.7489999999999997,2.668
Abatiá,2015,20a59,58,0,7823,9.844549320464846,3.530176762918616,7,23.11,27.49,26.68,6.49,53.14,21.52,4157.1422,2.7489999999999997,2.668
Abatiá,2015,60mais,31,0,7823,9.844549320464846,3.530176762918616,7,23.11,27.49,26.68,6.49,53.14,21.52,1683.5096,2.7489999999999997,2.668
Abatiá,2016,0a4,5,0,7795,9.959260423621538,3.526654599019104,8,23.11,27.49,26.68,6.49,53.14,21.52,505.89549999999997,2.7489999999999997,2.668
Abatiá,2016,20a59,8,1,7795,9.959260423621538,3.526654599019104,8,23.11,27.49,26.68,6.49,53.14,21.52,4142.263,2.7489999999999997,2.668
Abatiá,2016,60mais,7,0,7795,9.959260423621538,3.526654599019104,8,23.11,27.49,26.68,6.49,53.14,21.52,1677.484,2.7489999999999997,2.668
Abatiá,2017,0a4,3,0,7768,10.035173931669537,3.52311998561896,9,23.11,27.49,26.68,6.49,53.14,21.52,504.1432,2.7489999999999997,2.668
Abatiá,2017,20a59,31,0,7768,10.035173931669537,3.52311998561896,9,23.11,27.49,26.68,6.49,53.14,21.52,4127.9151999999995,2.7489999999999997,2.668
Abatiá,2017,60mais,11,0,7768,10.035173931669537,3.52311998561896,9,23.11,27.49,26.68,6.49,53.14,21.52,1671.6736,2.7489999999999997,2.668
Abatiá,2018,20a59,10,0,7507,9.977167290153384,3.488902962081261,10,23.11,27.49,26.68,6.49,53.14,21.52,3989.2198,2.7489999999999997,2.668
Abatiá,2018,60mais,5,0,7507,9.977167290153384,3.488902962081261,10,23.11,27.49,26.68,6.49,53.14,21.52,1615.5064,2.7489999999999997,2.668
Abatiá,2019,0a4,1,0,7457,10.138394838996565,3.48216274048526,11,23.11,27.49,26.68,6.49,53.14,21.52,483.9593,2.7489999999999997,2.668
Abatiá,2019,20a59,2,0,7457,10.138394838996565,3.48216274048526,11,23.11,27.49,26.68,6.49,53.14,21.52,3962.6497999999997,2.7489999999999997,2.668
Abatiá,2020,0a4,3,0,7408,10.38462058211083,3.4756862336528944,12,23.11,27.49,26.68,6.49,53.14,21.52,480.7792,2.7489999999999997,2.668
Abatiá,2020,20a59,3,0,7408,10.38462058211083,3.4756862336528944,12,23.11,27.49,26.68,6.49,53.14,21.52,3936.6112,2.7489999999999997,2.668
Abatiá,2020,60mais,1,0,7408,10.38462058211083,3.4756862336528944,12,23.11,27.49,26.68,6.49,53.14,21.52,1594.2016,2.7489999999999997,2.668
Abatiá,2021,0a4,2,0,7360,10.313548085486644,3.4691675081014224,13,23.11,27.49,26.68,6.49,53.14,21.52,477.664,2.7489999999999997,2.668
Abatiá,2022,0a4,1,0,7330,10.559468807420323,3.4651107074058083,14,23.11,27.49,26.68,6.49,53.14,21.52,475.717,2.7489999999999997,2.668
Abatiá,2022,20a59,4,0,7330,10.559468807420323,3.4651107074058083,14,23.11,27.49,26.68,6.49,53.14,21.52,3895.162,2.7489999999999997,2.668
Abatiá,2022,60mais,2,0,7330,10.559468807420323,3.4651107074058083,14,23.11,27.49,26.68,6.49,53.14,21.52,1577.416,2.7489999999999997,2.668
Abatiá,2023,20a59,1,0,7301,10.614034967151202,3.4610373820181723,15,23.11,27.49,26.68,6.49,53.14,21.52,3879.7514,2.7489999999999997,2.668
Abatiá,2023,60mais,1,0,7301,10.614034967151202,3.4610373820181723,15,23.11,27.49,26.68,6.49,53.14,21.52,1571.1752,2.7489999999999997,2.668
Abatiá,2024,0a4,2,0,7271,10.618152310592798,3.456947396766647,16,23.11,27.49,26.68,6.49,53.14,21.52,471.8879,2.7489999999999997,2.668
Abatiá,2024,20a59,2,0,7271,10.618152310592798,3.456947396766647,16,23.11,27.49,26.68,6.49,53.14,21.52,3863.8094,2.7489999999999997,2.668
Abatiá,2024,60mais,1,0,7271,10.618152310592798,3.456947396766647,16,23.11,27.49,26.68,6.49,53.14,21.52,1564.7192,2.7489999999999997,2.668
Abatiá,2025,20a59,1,0,7233,10.62339228540093,3.4518904959776733,17,23.11,27.49,26.68,6.49,53.14,21.52,3843.6162,2.7489999999999997,2.668
Adrianópolis,2008,60mais,1,0,6875,8.923366049010637,1.6253112615903906,0,0.0,39.59,27.51,6.35,51.87,19.37,1331.6875,3.9590000000000005,2.7510000000000003
Adrianópolis,2015,20a59,1,0,6333,10.1964552563941,1.5432981099295553,7,0.0,39.59,27.51,6.35,51.87,19.37,3284.9270999999994,3.9590000000000005,2.7510000000000003
Adrianópolis,2017,0a4,1,0,6254,10.614372976114606,1.5325568680981427,9,0.0,39.59,27.51,6.35,51.87,19.37,397.129,3.9590000000000005,2.7510000000000003
Adrianópolis,2023,0a4,1,0,6150,11.2379085826587,1.5151272329628591,15,0.0,39.59,27.51,6.35,51.87,19.37,390.525,3.9590000000000005,2.7510000000000003
Adrianópolis,2024,0a4,2,0,6327,11.209534518368734,1.5432981099295553,16,0.0,39.59,27.51,6.35,51.87,19.37,401.7645,3.9590000000000005,2.7510000000000003
Adrianópolis,2025,60mais,1,0,6319,11.210799716359176,1.541159071680806,17,0.0,39.59,27.51,6.35,51.87,19.37,1223.9903000000002,3.9590000000000005,2.7510000000000003
Adrianópolis,2026,0a4,1,0,6319,11.210799716359176,1.541159071680806,18,0.0,39.59,27.51,6.35,51.87,19.37,401.2565,3.9590000000000005,2.7510000000000003
Agudos do Sul,2008,0a4,3,0,8601,8.814957269220036,3.799525974201,0,30.97,65.65,14.2,6.9,54.38,17.34,593.469,6.565,1.42
Agudos do Sul,2008,60mais,2,0,8601,8.814957269220036,3.799525974201,0,30.97,65.65,14.2,6.9,54.38,17.34,1491.4134,6.565,1.42
Agudos do Sul,2009,0a4,1,0,8735,8.81710665449141,3.815071479351696,1,30.97,65.65,14.2,6.9,54.38,17.34,602.715,6.565,1.42
Agudos do Sul,2009,60mais,1,0,8735,8.81710665449141,3.815071479351696,1,30.97,65.65,14.2,6.9,54.38,17.34,1514.649,6.565,1.42
Agudos do Sul,2010,0a4,2,0,8543,9.229998871239358,3.792788917504448,2,30.97,65.65,14.2,6.9,54.38,17.34,589.4670000000001,6.565,1.42
Agudos do Sul,2010,20a59,2,0,8543,9.229998871239358,3.792788917504448,2,30.97,65.65,14.2,6.9,54.38,17.34,4645.683400000001,6.565,1.42
Agudos do Sul,2010,60mais,1,0,8543,9.229998871239358,3.792788917504448,2,30.97,65.65,14.2,6.9,54.38,17.34,1481.3562,6.565,1.42
Agudos do Sul,2013,20a59,1,0,8797,9.52107786389022,3.822098297900159,5,30.97,65.65,14.2,6.9,54.38,17.34,4783.8086,6.565,1.42
Agudos do Sul,2013,60mais,1,0,8797,9.52107786389022,3.822098297900159,5,30.97,65.65,14.2,6.9,54.38,17.34,1525.3998,6.565,1.42
Agudos do Sul,2014,0a4,1,0,8892,9.669794803583828,3.832763324442514,6,30.97,65.65,14.2,6.9,54.38,17.34,613.548,6.565,1.42
Agudos do Sul,2016,0a4,1,0,9073,9.823823481504023,3.85290974093564,8,30.97,65.65,14.2,6.9,54.38,17.34,626.037,6.565,1.42
Agudos do Sul,2016,20a59,3,0,9073,9.823823481504023,3.85290974093564,8,30.97,65.65,14.2,6.9,54.38,17.34,4933.897400000001,6.565,1.42
Agudos do Sul,2017,0a4,1,0,9161,9.928938901603413,3.862622655133019,9,30.97,65.65,14.2,6.9,54.38,17.34,632.109,6.565,1.42
Agudos do Sul,2017,20a59,1,0,9161,9.928938901603413,3.862622655133019,9,30.97,65.65,14.2,6.9,54.38,17.34,4981.751800000001,6.565,1.42
Agudos do Sul,2017,60mais,1,0,9161,9.928938901603413,3.862622655133019,9,30.97,65.65,14.2,6.9,54.38,17.34,1588.5174,6.565,1.42
Agudos do Sul,2018,0a4,1,0,9269,10.002771644065357,3.8743211382441354,10,30.97,65.65,14.2,6.9,54.38,17.34,639.561,6.565,1.42
Agudos do Sul,2018,60mais,1,0,9269,10.002771644065357,3.8743211382441354,10,30.97,65.65,14.2,6.9,54.38,17.34,1607.2446,6.565,1.42
Agudos do Sul,2019,0a4,2,0,9371,10.055304797735417,3.8852682681193262,11,30.97,65.65,14.2,6.9,54.38,17.34,646.599,6.565,1.42
Agudos do Sul,2019,20a59,3,0,9371,10.055304797735417,3.8852682681193262,11,30.97,65.65,14.2,6.9,54.38,17.34,5095.9498,6.565,1.42
Agudos do Sul,2019,60mais,2,0,9371,10.055304797735417,3.8852682681193262,11,30.97,65.65,14.2,6.9,54.38,17.34,1624.9314,6.565,1.42
Agudos do Sul,2020,0a4,1,0,9470,9.99495034061156,3.895690350807248,12,30.97,65.65,14.2,6.9,54.38,17.34,653.4300000000001,6.565,1.42
Agudos do Sul,2022,0a4,1,0,9927,10.087138641776663,3.942940108062868,14,30.97,65.65,14.2,6.9,54.38,17.34,684.9630000000001,6.565,1.42
Agudos do Sul,2022,20a59,1,0,9927,10.087138641776663,3.942940108062868,14,30.97,65.65,14.2,6.9,54.38,17.34,5398.302600000001,6.565,1.42
Agudos do Sul,2022,60mais,1,0,9927,10.087138641776663,3.942940108062868,14,30.97,65.65,14.2,6.9,54.38,17.34,1721.3418,6.565,1.42
Agudos do Sul,2023,0a4,1,0,10286,10.209573112179198,3.97837238596968,15,30.97,65.65,14.2,6.9,54.38,17.34,709.734,6.565,1.42
Agudos do Sul,2024,0a4,1,0,10646,10.175172475168631,4.012772908528289,16,30.97,65.65,14.2,6.9,54.38,17.34,734.5740000000001,6.565,1.42
Agudos do Sul,2025,0a4,1,0,10770,10.16359234323728,4.024458434757935,17,30.97,65.65,14.2,6.9,54.38,17.34,743.1300000000001,6.565,1.42
Agudos do Sul,2025,60mais,1,0,10770,10.16359234323728,4.024458434757935,17,30.97,65.65,14.2,6.9,54.38,17.34,1867.518,6.565,1.42
Agudos do Sul,2026,0a4,1,0,10770,10.16359234323728,4.024458434757935,18,30.97,65.65,14.2,6.9,54.38,17.34,743.1300000000001,6.565,1.42
Agudos do Sul,2026,60mais,1,0,10770,10.16359234323728,4.024458434757935,18,30.97,65.65,14.2,6.9,54.38,17.34,1867.518,6.565,1.42
Almirante Tamandaré,2008,0a4,110,0,96739,8.468435626715436,6.208831445644737,0,72.6,13.52,16.67,6.83,58.3,11.27,6607.2737,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2008,20a59,49,1,96739,8.468435626715436,6.208831445644737,0,72.6,13.52,16.67,6.83,58.3,11.27,56398.837,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2008,60mais,38,4,96739,8.468435626715436,6.208831445644737,0,72.6,13.52,16.67,6.83,58.3,11.27,10902.4853,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2009,0a4,41,0,97523,8.672172670551587,6.216905457470875,1,72.6,13.52,16.67,6.83,58.3,11.27,6660.8209,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2009,20a59,64,0,97523,8.672172670551587,6.216905457470875,1,72.6,13.52,16.67,6.83,58.3,11.27,56855.909,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2009,60mais,21,1,97523,8.672172670551587,6.216905457470875,1,72.6,13.52,16.67,6.83,58.3,11.27,10990.8421,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2010,0a4,55,0,100936,8.854159591632792,6.251287122680683,2,72.6,13.52,16.67,6.83,58.3,11.27,6893.9288,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2010,20a59,76,0,100936,8.854159591632792,6.251287122680683,2,72.6,13.52,16.67,6.83,58.3,11.27,58845.687999999995,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2010,60mais,38,0,100936,8.854159591632792,6.251287122680683,2,72.6,13.52,16.67,6.83,58.3,11.27,11375.4872,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2011,0a4,58,0,104350,8.987470533199279,6.284563173509416,3,72.6,13.52,16.67,6.83,58.3,11.27,7127.105,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2011,20a59,44,0,104350,8.987470533199279,6.284563173509416,3,72.6,13.52,16.67,6.83,58.3,11.27,60836.049999999996,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2011,60mais,18,0,104350,8.987470533199279,6.284563173509416,3,72.6,13.52,16.67,6.83,58.3,11.27,11760.244999999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2012,0a4,30,0,105458,9.09409864788862,6.2951183890694615,4,72.6,13.52,16.67,6.83,58.3,11.27,7202.7814,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2012,20a59,14,0,105458,9.09409864788862,6.2951183890694615,4,72.6,13.52,16.67,6.83,58.3,11.27,61482.013999999996,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2012,60mais,2,0,105458,9.09409864788862,6.2951183890694615,4,72.6,13.52,16.67,6.83,58.3,11.27,11885.1166,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2013,0a4,22,0,110256,9.20926679589956,6.339618288503033,5,72.6,13.52,16.67,6.83,58.3,11.27,7530.4848,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2013,20a59,9,0,110256,9.20926679589956,6.339618288503033,5,72.6,13.52,16.67,6.83,58.3,11.27,64279.24799999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2013,60mais,5,0,110256,9.20926679589956,6.339618288503033,5,72.6,13.52,16.67,6.83,58.3,11.27,12425.8512,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2014,0a4,18,0,111586,9.295854545382344,6.351600993129775,6,72.6,13.52,16.67,6.83,58.3,11.27,7621.3238,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2014,20a59,8,0,111586,9.295854545382344,6.351600993129775,6,72.6,13.52,16.67,6.83,58.3,11.27,65054.638,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2014,60mais,2,1,111586,9.295854545382344,6.351600993129775,6,72.6,13.52,16.67,6.83,58.3,11.27,12575.742199999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2015,0a4,16,0,112870,9.320424513725422,6.363045344771145,7,72.6,13.52,16.67,6.83,58.3,11.27,7709.021,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2015,20a59,8,0,112870,9.320424513725422,6.363045344771145,7,72.6,13.52,16.67,6.83,58.3,11.27,65803.20999999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2015,60mais,2,0,112870,9.320424513725422,6.363045344771145,7,72.6,13.52,16.67,6.83,58.3,11.27,12720.448999999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2016,0a4,10,0,114129,9.411409260876075,6.374138566915331,8,72.6,13.52,16.67,6.83,58.3,11.27,7795.0107,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2016,20a59,8,0,114129,9.411409260876075,6.374138566915331,8,72.6,13.52,16.67,6.83,58.3,11.27,66537.207,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2016,60mais,10,0,114129,9.411409260876075,6.374138566915331,8,72.6,13.52,16.67,6.83,58.3,11.27,12862.3383,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2017,0a4,11,0,115364,9.488303114392052,6.384907679988821,9,72.6,13.52,16.67,6.83,58.3,11.27,7879.3612,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2017,20a59,9,0,115364,9.488303114392052,6.384907679988821,9,72.6,13.52,16.67,6.83,58.3,11.27,67257.212,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2018,0a4,18,0,117168,9.48552289958807,6.400423544470402,10,72.6,13.52,16.67,6.83,58.3,11.27,8002.5743999999995,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2018,20a59,10,0,117168,9.48552289958807,6.400423544470402,10,72.6,13.52,16.67,6.83,58.3,11.27,68308.94399999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2018,60mais,5,0,117168,9.48552289958807,6.400423544470402,10,72.6,13.52,16.67,6.83,58.3,11.27,13204.8336,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2019,0a4,22,0,118623,9.527725168351122,6.412753790563031,11,72.6,13.52,16.67,6.83,58.3,11.27,8101.9509,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2019,20a59,10,0,118623,9.527725168351122,6.412753790563031,11,72.6,13.52,16.67,6.83,58.3,11.27,69157.209,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2019,60mais,4,0,118623,9.527725168351122,6.412753790563031,11,72.6,13.52,16.67,6.83,58.3,11.27,13368.8121,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2020,0a4,8,0,120041,9.561643513585144,6.4246420937826825,12,72.6,13.52,16.67,6.83,58.3,11.27,8198.8003,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2020,20a59,9,1,120041,9.561643513585144,6.4246420937826825,12,72.6,13.52,16.67,6.83,58.3,11.27,69983.90299999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2020,60mais,1,0,120041,9.561643513585144,6.4246420937826825,12,72.6,13.52,16.67,6.83,58.3,11.27,13528.6207,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2021,0a4,11,0,121420,9.677010952782084,6.436070236953864,13,72.6,13.52,16.67,6.83,58.3,11.27,8292.986,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2021,20a59,2,0,121420,9.677010952782084,6.436070236953864,13,72.6,13.52,16.67,6.83,58.3,11.27,70787.86,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2021,60mais,1,0,121420,9.677010952782084,6.436070236953864,13,72.6,13.52,16.67,6.83,58.3,11.27,13684.034,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2022,0a4,7,0,122543,9.73680467169557,6.445275276146428,14,72.6,13.52,16.67,6.83,58.3,11.27,8369.6869,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2022,20a59,5,0,122543,9.73680467169557,6.445275276146428,14,72.6,13.52,16.67,6.83,58.3,11.27,71442.56899999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2022,60mais,5,0,122543,9.73680467169557,6.445275276146428,14,72.6,13.52,16.67,6.83,58.3,11.27,13810.596099999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2023,0a4,8,0,123665,9.805579200403342,6.454380618851823,15,72.6,13.52,16.67,6.83,58.3,11.27,8446.3195,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2023,20a59,3,0,123665,9.805579200403342,6.454380618851823,15,72.6,13.52,16.67,6.83,58.3,11.27,72096.69499999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2023,60mais,4,0,123665,9.805579200403342,6.454380618851823,15,72.6,13.52,16.67,6.83,58.3,11.27,13937.0455,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2024,0a4,13,0,124788,9.796539110123009,6.463419396484979,16,72.6,13.52,16.67,6.83,58.3,11.27,8523.0204,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2024,20a59,5,0,124788,9.796539110123009,6.463419396484979,16,72.6,13.52,16.67,6.83,58.3,11.27,72751.404,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2024,60mais,6,0,124788,9.796539110123009,6.463419396484979,16,72.6,13.52,16.67,6.83,58.3,11.27,14063.6076,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2025,0a4,15,0,125861,9.78797736949226,6.471990744438026,17,72.6,13.52,16.67,6.83,58.3,11.27,8596.3063,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2025,20a59,4,0,125861,9.78797736949226,6.471990744438026,17,72.6,13.52,16.67,6.83,58.3,11.27,73376.96299999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2025,60mais,13,0,125861,9.78797736949226,6.471990744438026,17,72.6,13.52,16.67,6.83,58.3,11.27,14184.5347,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2026,0a4,4,0,125861,9.78797736949226,6.471990744438026,18,72.6,13.52,16.67,6.83,58.3,11.27,8596.3063,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2026,20a59,5,0,125861,9.78797736949226,6.471990744438026,18,72.6,13.52,16.67,6.83,58.3,11.27,73376.96299999999,1.3519999999999999,1.6670000000000003
Almirante Tamandaré,2026,60mais,4,0,125861,9.78797736949226,6.471990744438026,18,72.6,13.52,16.67,6.83,58.3,11.27,14184.5347,1.3519999999999999,1.6670000000000003
Altamira do Paraná,2008,0a4,6,0,4101,9.001661698072496,2.3589654264301534,0,23.43,82.11,5.94,5.82,54.9,19.33,238.6782,8.211,0.5940000000000001
Altamira do Paraná,2008,20a59,37,0,4101,9.001661698072496,2.3589654264301534,0,23.43,82.11,5.94,5.82,54.9,19.33,2251.4489999999996,8.211,0.5940000000000001
Altamira do Paraná,2008,60mais,9,0,4101,9.001661698072496,2.3589654264301534,0,23.43,82.11,5.94,5.82,54.9,19.33,792.7232999999999,8.211,0.5940000000000001
Altamira do Paraná,2009,0a4,12,0,3799,9.118632894638775,2.2823823856765264,1,23.43,82.11,5.94,5.82,54.9,19.33,221.1018,8.211,0.5940000000000001
Altamira do Paraná,2009,20a59,20,0,3799,9.118632894638775,2.2823823856765264,1,23.43,82.11,5.94,5.82,54.9,19.33,2085.651,8.211,0.5940000000000001
Altamira do Paraná,2009,60mais,10,0,3799,9.118632894638775,2.2823823856765264,1,23.43,82.11,5.94,5.82,54.9,19.33,734.3466999999999,8.211,0.5940000000000001
Altamira do Paraná,2010,0a4,16,0,3950,9.155470161729868,2.321406847234633,2,23.43,82.11,5.94,5.82,54.9,19.33,229.89000000000001,8.211,0.5940000000000001
Altamira do Paraná,2010,20a59,21,0,3950,9.155470161729868,2.321406847234633,2,23.43,82.11,5.94,5.82,54.9,19.33,2168.5499999999997,8.211,0.5940000000000001
Altamira do Paraná,2010,60mais,7,0,3950,9.155470161729868,2.321406847234633,2,23.43,82.11,5.94,5.82,54.9,19.33,763.5349999999999,8.211,0.5940000000000001
Altamira do Paraná,2011,0a4,5,0,4100,9.236222520690283,2.3589654264301534,3,23.43,82.11,5.94,5.82,54.9,19.33,238.62,8.211,0.5940000000000001
Altamira do Paraná,2011,20a59,22,0,4100,9.236222520690283,2.3589654264301534,3,23.43,82.11,5.94,5.82,54.9,19.33,2250.8999999999996,8.211,0.5940000000000001
Altamira do Paraná,2011,60mais,7,0,4100,9.236222520690283,2.3589654264301534,3,23.43,82.11,5.94,5.82,54.9,19.33,792.5299999999999,8.211,0.5940000000000001
Altamira do Paraná,2012,0a4,5,0,3900,9.396756036462143,2.3085671646715933,4,23.43,82.11,5.94,5.82,54.9,19.33,226.98000000000002,8.211,0.5940000000000001
Altamira do Paraná,2012,20a59,21,0,3900,9.396756036462143,2.3085671646715933,4,23.43,82.11,5.94,5.82,54.9,19.33,2141.1,8.211,0.5940000000000001
Altamira do Paraná,2012,60mais,16,0,3900,9.396756036462143,2.3085671646715933,4,23.43,82.11,5.94,5.82,54.9,19.33,753.8699999999999,8.211,0.5940000000000001
Altamira do Paraná,2013,0a4,3,0,3754,9.598483653056974,2.2700619012884857,5,23.43,82.11,5.94,5.82,54.9,19.33,218.4828,8.211,0.5940000000000001
Altamira do Paraná,2013,20a59,8,0,3754,9.598483653056974,2.2700619012884857,5,23.43,82.11,5.94,5.82,54.9,19.33,2060.946,8.211,0.5940000000000001
Altamira do Paraná,2013,60mais,5,0,3754,9.598483653056974,2.2700619012884857,5,23.43,82.11,5.94,5.82,54.9,19.33,725.6481999999999,8.211,0.5940000000000001
Altamira do Paraná,2014,0a4,9,0,3544,9.71522840307542,2.2126603854660587,6,23.43,82.11,5.94,5.82,54.9,19.33,206.26080000000002,8.211,0.5940000000000001
Altamira do Paraná,2014,20a59,25,0,3544,9.71522840307542,2.2126603854660587,6,23.43,82.11,5.94,5.82,54.9,19.33,1945.6559999999997,8.211,0.5940000000000001
Altamira do Paraná,2014,60mais,5,0,3544,9.71522840307542,2.2126603854660587,6,23.43,82.11,5.94,5.82,54.9,19.33,685.0551999999999,8.211,0.5940000000000001
Altamira do Paraná,2015,0a4,4,0,3341,9.856469841642925,2.154085084675601,7,23.43,82.11,5.94,5.82,54.9,19.33,194.4462,8.211,0.5940000000000001
