ano,mes,grupo,internacoes
2021,6,A00-A09 intestinais,220
2021,6,A27 leptospirose,9
2021,6,B15 hepatite A,3
2021,6,B65-B83 helmintiases,2
2021,6,TODAS AS CAUSAS,64158
2021,7,A00-A09 intestinais,279
2021,7,A27 leptospirose,4
2021,7,B15 hepatite A,1
2021,7,B65-B83 helmintiases,5
2021,7,TODAS AS CAUSAS,64837
2021,8,A00-A09 intestinais,369
2021,8,A27 leptospirose,8
2021,8,B65-B83 helmintiases,1
2021,8,TODAS AS CAUSAS,66962
2021,9,A00-A09 intestinais,497
2021,9,A27 leptospirose,4
2021,9,B65-B83 helmintiases,1
2021,9,TODAS AS CAUSAS,66299
2021,10,A00-A09 intestinais,581
2021,10,A27 leptospirose,14
2021,10,B65-B83 helmintiases,1
2021,10,TODAS AS CAUSAS,66076
2021,11,A00-A09 intestinais,700
2021,11,A27 leptospirose,7
2021,11,B65-B83 helmintiases,2
2021,11,TODAS AS CAUSAS,67020
2021,12,A00-A09 intestinais,774
2021,12,A27 leptospirose,6
2021,12,B65-B83 helmintiases,2
2021,12,TODAS AS CAUSAS,66694
2022,1,A00-A09 intestinais,641
2022,1,A27 leptospirose,12
2022,1,B15 hepatite A,1
2022,1,B65-B83 helmintiases,4
2022,1,TODAS AS CAUSAS,68328
2022,2,A00-A09 intestinais,519
2022,2,A27 leptospirose,23
2022,2,B65-B83 helmintiases,9
2022,2,TODAS AS CAUSAS,67077
2022,3,A00-A09 intestinais,631
2022,3,A27 leptospirose,13
2022,3,B65-B83 helmintiases,7
2022,3,TODAS AS CAUSAS,72451
2022,4,A00-A09 intestinais,601
2022,4,A27 leptospirose,20
2022,4,B15 hepatite A,1
2022,4,B65-B83 helmintiases,8
2022,4,TODAS AS CAUSAS,71377
2022,5,A00-A09 intestinais,581
2022,5,A27 leptospirose,8
2022,5,B65-B83 helmintiases,7
2022,5,TODAS AS CAUSAS,74365
2022,6,A00-A09 intestinais,411
2022,6,A27 leptospirose,19
2022,6,B15 hepatite A,1
2022,6,B65-B83 helmintiases,8
2022,6,TODAS AS CAUSAS,72512
2022,7,A00-A09 intestinais,497
2022,7,A27 leptospirose,4
2022,7,B65-B83 helmintiases,7
2022,7,TODAS AS CAUSAS,73808
2022,8,A00-A09 intestinais,495
2022,8,A27 leptospirose,7
2022,8,B65-B83 helmintiases,3
2022,8,TODAS AS CAUSAS,75497
2022,9,A00-A09 intestinais,497
2022,9,A27 leptospirose,9
2022,9,B15 hepatite A,1
2022,9,B65-B83 helmintiases,5
2022,9,TODAS AS CAUSAS,74164
2022,10,A00-A09 intestinais,537
2022,10,A27 leptospirose,9
2022,10,B65-B83 helmintiases,3
2022,10,TODAS AS CAUSAS,75310
2022,11,A00-A09 intestinais,545
2022,11,A27 leptospirose,14
2022,11,B15 hepatite A,1
2022,11,B65-B83 helmintiases,5
2022,11,TODAS AS CAUSAS,70174
2022,12,A00-A09 intestinais,573
2022,12,A27 leptospirose,16
2022,12,B65-B83 helmintiases,8
2022,12,TODAS AS CAUSAS,75066
2023,1,A00-A09 intestinais,562
2023,1,A27 leptospirose,18
2023,1,B65-B83 helmintiases,5
2023,1,TODAS AS CAUSAS,74025
2023,2,A00-A09 intestinais,583
2023,2,A27 leptospirose,16
2023,2,B15 hepatite A,2
2023,2,B65-B83 helmintiases,5
2023,2,TODAS AS CAUSAS,73060
2023,3,A00-A09 intestinais,594
2023,3,A27 leptospirose,23
2023,3,B65-B83 helmintiases,6
2023,3,TODAS AS CAUSAS,78098
2023,4,A00-A09 intestinais,582
2023,4,A27 leptospirose,23
2023,4,B65-B83 helmintiases,3
2023,4,TODAS AS CAUSAS,75979
2023,5,A00-A09 intestinais,465
2023,5,A27 leptospirose,25
2023,5,B65-B83 helmintiases,6
2023,5,TODAS AS CAUSAS,78708
2023,6,A00-A09 intestinais,425
2023,6,A27 leptospirose,13
2023,6,B15 hepatite A,3
2023,6,B65-B83 helmintiases,5
2023,6,TODAS AS CAUSAS,77801
2023,7,A00-A09 intestinais,400
2023,7,A27 leptospirose,9
2023,7,B65-B83 helmintiases,2
2023,7,TODAS AS CAUSAS,78324
2023,8,A00-A09 intestinais,474
2023,8,A27 leptospirose,11
2023,8,B15 hepatite A,2
2023,8,B65-B83 helmintiases,3
2023,8,TODAS AS CAUSAS,83257
2023,9,A00-A09 intestinais,598
2023,9,A27 leptospirose,6
2023,9,B65-B83 helmintiases,5
2023,9,TODAS AS CAUSAS,80837
2023,10,A00-A09 intestinais,566
2023,10,A27 leptospirose,12
2023,10,B15 hepatite A,1
2023,10,B65-B83 helmintiases,3
2023,10,TODAS AS CAUSAS,79328
2023,11,A00-A09 intestinais,556
2023,11,A27 leptospirose,33
2023,11,B15 hepatite A,1
2023,11,B65-B83 helmintiases,3
2023,11,TODAS AS CAUSAS,79290
2023,12,A00-A09 intestinais,650
2023,12,A27 leptospirose,22
2023,12,B15 hepatite A,2
2023,12,B65-B83 helmintiases,4
2023,12,TODAS AS CAUSAS,77261
2024,1,A00-A09 intestinais,744
2024,1,A27 leptospirose,11
2024,1,B15 hepatite A,4
2024,1,B65-B83 helmintiases,4
2024,1,TODAS AS CAUSAS,80389
2024,2,A00-A09 intestinais,713
2024,2,A27 leptospirose,27
2024,2,B15 hepatite A,3
2024,2,B65-B83 helmintiases,8
2024,2,TODAS AS CAUSAS,80051
2024,3,A00-A09 intestinais,679
2024,3,A27 leptospirose,23
2024,3,B15 hepatite A,4
2024,3,B65-B83 helmintiases,3
2024,3,TODAS AS CAUSAS,83635
2024,4,A00-A09 intestinais,604
2024,4,A27 leptospirose,19
2024,4,B15 hepatite A,9
2024,4,B65-B83 helmintiases,5
2024,4,TODAS AS CAUSAS,84944
2024,5,A00-A09 intestinais,576
2024,5,A27 leptospirose,29
2024,5,B15 hepatite A,7
2024,5,B65-B83 helmintiases,5
2024,5,TODAS AS CAUSAS,88763
2024,6,A00-A09 intestinais,475
2024,6,A27 leptospirose,12
2024,6,B15 hepatite A,25
2024,6,B65-B83 helmintiases,2
2024,6,TODAS AS CAUSAS,86819
2024,7,A00-A09 intestinais,541
2024,7,A27 leptospirose,7
2024,7,B15 hepatite A,25
2024,7,B65-B83 helmintiases,2
2024,7,TODAS AS CAUSAS,87843
2024,8,A00-A09 intestinais,649
2024,8,A27 leptospirose,8
2024,8,B15 hepatite A,15
2024,8,B65-B83 helmintiases,2
2024,8,TODAS AS CAUSAS,90672
2024,9,A00-A09 intestinais,803
2024,9,A27 leptospirose,1
2024,9,B15 hepatite A,7
2024,9,B65-B83 helmintiases,6
2024,9,TODAS AS CAUSAS,90053
2024,10,A00-A09 intestinais,761
2024,10,A27 leptospirose,10
2024,10,B15 hepatite A,8
2024,10,B65-B83 helmintiases,4
2024,10,TODAS AS CAUSAS,90014
2024,11,A00-A09 intestinais,645
2024,11,A27 leptospirose,9
2024,11,B15 hepatite A,4
2024,11,B65-B83 helmintiases,1
2024,11,TODAS AS CAUSAS,85806
2024,12,A00-A09 intestinais,620
2024,12,A27 leptospirose,16
2024,12,B15 hepatite A,5
2024,12,B65-B83 helmintiases,3
2024,12,TODAS AS CAUSAS,79330
2025,1,A00-A09 intestinais,719
2025,1,A27 leptospirose,18
2025,1,B15 hepatite A,6
2025,1,B65-B83 helmintiases,3
2025,1,TODAS AS CAUSAS,86561
2025,2,A00-A09 intestinais,672
2025,2,A27 leptospirose,21
2025,2,B15 hepatite A,5
2025,2,B65-B83 helmintiases,6
2025,2,TODAS AS CAUSAS,85002
2025,3,A00-A09 intestinais,728
2025,3,A27 leptospirose,20
2025,3,B15 hepatite A,8
2025,3,B65-B83 helmintiases,5
2025,3,TODAS AS CAUSAS,87083
2025,4,A00-A09 intestinais,609
2025,4,A27 leptospirose,13
2025,4,B15 hepatite A,3
2025,4,B65-B83 helmintiases,7
2025,4,TODAS AS CAUSAS,90192
2025,5,A00-A09 intestinais,499
2025,5,A27 leptospirose,10
2025,5,B15 hepatite A,5
2025,5,B65-B83 helmintiases,5
2025,5,TODAS AS CAUSAS,92458
2025,6,A00-A09 intestinais,421
2025,6,A27 leptospirose,9
2025,6,B15 hepatite A,5
2025,6,TODAS AS CAUSAS,93182
2025,7,A00-A09 intestinais,430
2025,7,A27 leptospirose,10
2025,7,B15 hepatite A,5
2025,7,B65-B83 helmintiases,2
2025,7,TODAS AS CAUSAS,94902
2025,8,A00-A09 intestinais,476
2025,8,A27 leptospirose,7
2025,8,B15 hepatite A,5
2025,8,B65-B83 helmintiases,4
2025,8,TODAS AS CAUSAS,93052
2025,9,A00-A09 intestinais,588
2025,9,A27 leptospirose,5
2025,9,B15 hepatite A,6
2025,9,B65-B83 helmintiases,2
2025,9,TODAS AS CAUSAS,93619
2025,10,A00-A09 intestinais,753
2025,10,A27 leptospirose,11
2025,10,B15 hepatite A,9
2025,10,B65-B83 helmintiases,3
2025,10,TODAS AS CAUSAS,95146
2025,11,A00-A09 intestinais,716
2025,11,A27 leptospirose,11
2025,11,B15 hepatite A,7
2025,11,B65-B83 helmintiases,4
2025,11,TODAS AS CAUSAS,90989
2025,12,A00-A09 intestinais,698
2025,12,A27 leptospirose,12
2025,12,B15 hepatite A,10
2025,12,B65-B83 helmintiases,6
2025,12,TODAS AS CAUSAS,88744
2026,1,A00-A09 intestinais,741
2026,1,A27 leptospirose,9
2026,1,B15 hepatite A,4
2026,1,B65-B83 helmintiases,2
2026,1,TODAS AS CAUSAS,92461
2026,2,A00-A09 intestinais,690
2026,2,A27 leptospirose,22
2026,2,B15 hepatite A,4
2026,2,TODAS AS CAUSAS,88785
2026,3,A00-A09 intestinais,734
2026,3,A27 leptospirose,22
2026,3,B15 hepatite A,12
2026,3,B65-B83 helmintiases,4
2026,3,TODAS AS CAUSAS,93586
2026,4,A00-A09 intestinais,593
2026,4,A27 leptospirose,20
2026,4,B15 hepatite A,5
2026,4,B65-B83 helmintiases,8
2026,4,TODAS AS CAUSAS,84683
2026,5,A00-A09 intestinais,530
2026,5,A27 leptospirose,19
2026,5,B15 hepatite A,5
2026,5,B65-B83 helmintiases,1
2026,5,TODAS AS CAUSAS,97107
