ano,mes,casos,total,anomalia_mm,oni,fase,dias_20mm,dias_50mm,max_diario_mm,temp_media,t,anomalia_mm_lag0,anomalia_mm_lag1,anomalia_mm_lag2,dias_20mm_lag0,dias_20mm_lag1,dias_20mm_lag2,dias_50mm_lag0,dias_50mm_lag1,dias_50mm_lag2,max_diario_mm_lag0,max_diario_mm_lag1,max_diario_mm_lag2
2017,5,88.0,6241.0,64.33676190476191,0.4,neutro,4.0,0.514,48.917,20.122,112,64.33676190476191,-0.5978095238095307,-8.196666666666658,4.0,2.457,1.514,0.514,0.0,0.0,48.917,28.803,23.637
2017,6,76.0,6371.0,9.699142857142874,0.39,neutro,2.6,0.657,50.214,17.301,113,9.699142857142874,64.33676190476191,-0.5978095238095307,2.6,4.0,2.457,0.657,0.514,0.0,50.214,48.917,28.803
2017,7,58.0,6154.0,-97.29219047619048,0.19,neutro,0.0,0.0,7.714,17.585,114,-97.29219047619048,9.699142857142874,64.33676190476191,0.0,2.6,4.0,0.0,0.657,0.514,7.714,50.214,48.917
2017,8,50.0,6232.0,11.612095238095236,-0.07,neutro,2.086,0.0,30.546,19.922,115,11.612095238095236,-97.29219047619048,9.699142857142874,2.086,0.0,2.6,0.0,0.0,0.657,30.546,7.714,50.214
2017,9,83.0,6433.0,-119.57438095238096,-0.34,neutro,0.2,0.029,14.986,24.443,116,-119.57438095238096,11.612095238095236,-97.29219047619048,0.2,2.086,0.0,0.029,0.0,0.0,14.986,30.546,7.714
2017,10,59.0,6443.0,135.80200000000005,-0.6,La Nina fraca,6.086,0.829,84.286,21.96,117,135.80200000000005,-119.57438095238096,11.612095238095236,6.086,0.2,2.086,0.829,0.029,0.0,84.286,14.986,30.546
2017,11,80.0,6612.0,1.3541904761904675,-0.77,La Nina fraca,2.657,0.114,36.397,22.231,118,1.3541904761904675,135.80200000000005,-119.57438095238096,2.657,6.086,0.2,0.114,0.829,0.029,36.397,84.286,14.986
2017,12,61.0,6310.0,79.22990476190475,-0.86,La Nina fraca,3.886,1.114,72.926,24.649,119,79.22990476190475,1.3541904761904675,135.80200000000005,3.886,2.657,6.086,1.114,0.114,0.829,72.926,36.397,84.286
2018,1,69.0,5581.0,98.16933333333336,-0.77,La Nina fraca,3.429,0.171,36.237,23.997,120,98.16933333333336,79.22990476190475,1.3541904761904675,3.429,3.886,2.657,0.171,1.114,0.114,36.237,72.926,36.397
2018,2,83.0,5740.0,-33.56323809523812,-0.71,La Nina fraca,1.6,0.0,26.58,23.733,121,-33.56323809523812,98.16933333333336,79.22990476190475,1.6,3.429,3.886,0.0,0.171,1.114,26.58,36.237,72.926
2018,3,93.0,6160.0,98.77761904761904,-0.57,La Nina fraca,2.629,0.0,32.509,24.069,122,98.77761904761904,-33.56323809523812,98.16933333333336,2.629,1.6,3.429,0.0,0.0,0.171,32.509,26.58,36.237
2018,4,75.0,6577.0,-105.26352380952382,-0.39,neutro,0.029,0.0,9.006,22.979,123,-105.26352380952382,98.77761904761904,-33.56323809523812,0.029,2.629,1.6,0.0,0.0,0.0,9.006,32.509,26.58
2018,5,49.0,6524.0,-80.83466666666665,-0.13,neutro,0.771,0.0,22.903,19.566,124,-80.83466666666665,-105.26352380952382,98.77761904761904,0.771,0.029,2.629,0.0,0.0,0.0,22.903,9.006,32.509
2018,6,49.0,6691.0,-22.909428571428577,0.06,neutro,1.286,0.057,25.583,16.381,125,-22.909428571428577,-80.83466666666665,-105.26352380952382,1.286,0.771,0.029,0.057,0.0,0.0,25.583,22.903,9.006
2018,7,38.0,6808.0,-85.85219047619049,0.14,neutro,0.114,0.0,12.614,18.198,126,-85.85219047619049,-22.909428571428577,-80.83466666666665,0.114,1.286,0.771,0.0,0.057,0.0,12.614,25.583,22.903
2018,8,47.0,6618.0,-8.216476190476186,0.27,neutro,1.657,0.057,30.623,16.228,127,-8.216476190476186,-85.85219047619049,-22.909428571428577,1.657,0.114,1.286,0.057,0.0,0.057,30.623,12.614,25.583
2018,9,47.0,6617.0,53.35133333333332,0.53,El Nino fraco,4.2,0.229,44.591,20.041,128,53.35133333333332,-8.216476190476186,-85.85219047619049,4.2,1.657,0.114,0.229,0.057,0.0,44.591,30.623,12.614
2018,10,45.0,6490.0,95.26771428571428,0.81,El Nino fraco,5.543,0.257,42.769,21.921,129,95.26771428571428,53.35133333333332,-8.216476190476186,5.543,4.2,1.657,0.257,0.229,0.057,42.769,44.591,30.623
2018,11,85.0,7002.0,-21.03438095238096,0.97,El Nino fraco,2.686,0.114,37.16,23.788,130,-21.03438095238096,95.26771428571428,53.35133333333332,2.686,5.543,4.2,0.114,0.257,0.229,37.16,42.769,44.591
2018,12,67.0,6347.0,-81.11295238095241,0.92,El Nino fraco,0.371,0.0,17.291,25.145,131,-81.11295238095241,-21.03438095238096,95.26771428571428,0.371,2.686,5.543,0.0,0.114,0.257,17.291,37.16,42.769
2019,1,105.0,6728.0,-54.54495238095238,0.89,El Nino fraco,0.686,0.0,20.431,26.495,132,-54.54495238095238,-81.11295238095241,-21.03438095238096,0.686,0.371,2.686,0.0,0.0,0.114,20.431,17.291,37.16
2019,2,106.0,6721.0,1.3310476190476097,0.86,El Nino fraco,2.343,0.029,29.643,24.714,133,1.3310476190476097,-54.54495238095238,-81.11295238095241,2.343,0.686,0.371,0.029,0.0,0.0,29.643,20.431,17.291
2019,3,113.0,6885.0,19.866190476190468,0.84,El Nino fraco,1.857,0.0,26.34,23.526,134,19.866190476190468,1.3310476190476097,-54.54495238095238,1.857,2.343,0.686,0.0,0.029,0.0,26.34,29.643,20.431
2019,4,114.0,6729.0,17.882190476190488,0.77,El Nino fraco,2.086,0.343,37.843,22.152,135,17.882190476190488,19.866190476190468,1.3310476190476097,2.086,1.857,2.343,0.343,0.0,0.029,37.843,26.34,29.643
2019,5,77.0,6922.0,166.21390476190476,0.64,El Nino fraco,4.971,2.2,86.417,20.075,136,166.21390476190476,17.882190476190488,19.866190476190468,4.971,2.086,1.857,2.2,0.343,0.0,86.417,37.843,26.34
2019,6,96.0,6949.0,-103.178,0.52,El Nino fraco,0.0,0.0,13.769,19.441,137,-103.178,166.21390476190476,17.882190476190488,0.0,4.971,2.086,0.0,2.2,0.343,13.769,86.417,37.843
2019,7,49.0,6687.0,-68.64361904761907,0.33,neutro,0.657,0.0,23.794,16.826,138,-68.64361904761907,-103.178,166.21390476190476,0.657,0.0,4.971,0.0,0.0,2.2,23.794,13.769,86.417
2019,8,60.0,6744.0,-70.32504761904761,0.19,neutro,0.057,0.0,11.28,19.549,139,-70.32504761904761,-68.64361904761907,-103.178,0.057,0.657,0.0,0.0,0.0,0.0,11.28,23.794,13.769
2019,9,62.0,6799.0,-90.60866666666668,0.23,neutro,0.457,0.0,20.366,22.682,140,-90.60866666666668,-70.32504761904761,-68.64361904761907,0.457,0.057,0.657,0.0,0.0,0.0,20.366,11.28,23.794
2019,10,93.0,7259.0,-123.01514285714283,0.39,neutro,0.371,0.0,19.263,25.52,141,-123.01514285714283,-90.60866666666668,-70.32504761904761,0.371,0.457,0.057,0.0,0.0,0.0,19.263,20.366,11.28
2019,11,98.0,7169.0,-47.488666666666674,0.58,El Nino fraco,1.086,0.057,33.337,25.348,142,-47.488666666666674,-123.01514285714283,-90.60866666666668,1.086,0.371,0.457,0.057,0.0,0.0,33.337,19.263,20.366
2019,12,75.0,6662.0,110.48419047619043,0.66,El Nino fraco,4.943,1.4,75.797,23.929,143,110.48419047619043,-47.488666666666674,-123.01514285714283,4.943,1.086,0.371,1.4,0.057,0.0,75.797,33.337,19.263
2020,1,78.0,6728.0,-9.287809523809528,0.64,El Nino fraco,1.514,0.0,25.226,24.794,144,-9.287809523809528,110.48419047619043,-47.488666666666674,1.514,4.943,1.086,0.0,1.4,0.057,25.226,75.797,33.337
2020,2,87.0,6891.0,-31.797523809523824,0.63,El Nino fraco,2.486,0.229,42.003,24.907,145,-31.797523809523824,-9.287809523809528,110.48419047619043,2.486,1.514,4.943,0.229,0.0,1.4,42.003,25.226,75.797
2020,3,72.0,6830.0,-93.5052380952381,0.53,El Nino fraco,0.086,0.0,14.586,24.941,146,-93.5052380952381,-31.797523809523824,-9.287809523809528,0.086,2.486,1.514,0.0,0.229,0.0,14.586,42.003,25.226
2020,4,52.0,5739.0,-66.07780952380952,0.3,neutro,1.143,0.0,30.446,20.892,147,-66.07780952380952,-93.5052380952381,-31.797523809523824,1.143,0.086,2.486,0.0,0.0,0.229,30.446,14.586,42.003
2020,5,43.0,5964.0,-38.84609523809523,0.01,neutro,1.943,0.371,46.84,17.552,148,-38.84609523809523,-66.07780952380952,-93.5052380952381,1.943,1.143,0.086,0.371,0.0,0.0,46.84,30.446,14.586
2020,6,39.0,5922.0,4.327714285714279,-0.23,neutro,2.343,0.0,24.637,18.86,149,4.327714285714279,-38.84609523809523,-66.07780952380952,2.343,1.943,1.143,0.0,0.371,0.0,24.637,46.84,30.446
2020,7,39.0,5828.0,-66.0607619047619,-0.36,neutro,0.171,0.0,14.717,17.518,150,-66.0607619047619,4.327714285714279,-38.84609523809523,0.171,2.343,1.943,0.0,0.0,0.371,14.717,24.637,46.84
2020,8,43.0,6008.0,84.22352380952381,-0.53,La Nina fraca,2.971,1.029,67.126,19.175,151,84.22352380952381,-66.0607619047619,4.327714285714279,2.971,0.171,2.343,1.029,0.0,0.0,67.126,14.717,24.637
2020,9,38.0,6629.0,-128.2572380952381,-0.85,La Nina fraca,0.0,0.0,9.674,24.168,152,-128.2572380952381,84.22352380952381,-66.0607619047619,0.0,2.971,0.171,0.0,1.029,0.0,9.674,67.126,14.717
2020,10,42.0,6562.0,-134.1922857142857,-1.12,La Nina moderada,0.343,0.0,18.809,25.355,153,-134.1922857142857,-128.2572380952381,84.22352380952381,0.343,0.0,2.971,0.0,0.0,1.029,18.809,9.674,67.126
2020,11,38.0,6412.0,-79.32009523809525,-1.2,La Nina moderada,0.914,0.0,25.494,24.691,154,-79.32009523809525,-134.1922857142857,-128.2572380952381,0.914,0.343,0.0,0.0,0.0,0.0,25.494,18.809,9.674
2020,12,47.0,6100.0,58.31847619047619,-1.08,La Nina moderada,4.629,0.429,45.814,24.703,155,58.31847619047619,-79.32009523809525,-134.1922857142857,4.629,0.914,0.343,0.429,0.0,0.0,45.814,25.494,18.809
2021,1,41.0,6062.0,244.23219047619048,-0.91,La Nina fraca,7.286,1.0,51.377,24.166,156,244.23219047619048,58.31847619047619,-79.32009523809525,7.286,4.629,0.914,1.0,0.429,0.0,51.377,45.814,25.494
2021,2,33.0,6302.0,-110.54038095238096,-0.79,La Nina fraca,0.029,0.0,11.729,23.772,157,-110.54038095238096,244.23219047619048,58.31847619047619,0.029,7.286,4.629,0.0,1.0,0.429,11.729,51.377,45.814
2021,3,46.0,6222.0,-5.396666666666661,-0.71,La Nina fraca,1.429,0.029,31.246,24.268,158,-5.396666666666661,-110.54038095238096,244.23219047619048,1.429,0.029,7.286,0.029,0.0,1.0,31.246,11.729,51.377
2021,4,37.0,6152.0,-106.38066666666668,-0.55,La Nina fraca,0.0,0.0,5.814,21.723,159,-106.38066666666668,-5.396666666666661,-110.54038095238096,0.0,1.429,0.029,0.0,0.029,0.0,5.814,31.246,11.729
2021,5,46.0,6472.0,-107.35466666666666,-0.39,neutro,0.257,0.0,17.32,18.72,160,-107.35466666666666,-106.38066666666668,-5.396666666666661,0.257,0.0,1.429,0.0,0.0,0.029,17.32,5.814,31.246
2021,6,37.0,6843.0,15.879142857142853,-0.3,neutro,2.543,0.029,35.623,16.484,161,15.879142857142853,-107.35466666666666,-106.38066666666668,2.543,0.257,0.0,0.029,0.0,0.0,35.623,17.32,5.814
2021,7,41.0,7104.0,-74.4664761904762,-0.35,neutro,0.029,0.0,15.517,15.388,162,-74.4664761904762,15.879142857142853,-107.35466666666666,0.029,2.543,0.257,0.0,0.029,0.0,15.517,35.623,17.32
2021,8,39.0,6970.0,-46.21361904761905,-0.45,neutro,0.429,0.0,17.217,20.424,163,-46.21361904761905,-74.4664761904762,15.879142857142853,0.429,0.029,2.543,0.0,0.0,0.029,17.217,15.517,35.623
2021,9,58.0,7200.0,-67.04866666666668,-0.63,La Nina fraca,1.543,0.0,26.897,23.914,164,-67.04866666666668,-46.21361904761905,-74.4664761904762,1.543,0.429,0.029,0.0,0.0,0.0,26.897,17.217,15.517
2021,10,67.0,7208.0,147.83057142857146,-0.76,La Nina fraca,6.371,1.629,66.44,21.726,165,147.83057142857146,-67.04866666666668,-46.21361904761905,6.371,1.543,0.429,1.629,0.0,0.0,66.44,26.897,17.217
2021,11,70.0,7148.0,-80.21438095238096,-0.91,La Nina fraca,0.629,0.029,24.023,24.628,166,-80.21438095238096,147.83057142857146,-67.04866666666668,0.629,6.371,1.543,0.029,1.629,0.0,24.023,66.44,26.897
2021,12,88.0,7110.0,-163.38438095238098,-0.87,La Nina fraca,0.086,0.0,10.38,27.164,167,-163.38438095238098,-80.21438095238096,147.83057142857146,0.086,0.629,6.371,0.0,0.029,1.629,10.38,24.023,66.44
2022,1,57.0,6901.0,-26.956380952380957,-0.82,La Nina fraca,1.714,0.0,29.291,26.465,168,-26.956380952380957,-163.38438095238098,-80.21438095238096,1.714,0.086,0.629,0.0,0.0,0.029,29.291,10.38,24.023
2022,2,46.0,7015.0,-52.17752380952382,-0.79,La Nina fraca,2.229,0.457,46.406,26.187,169,-52.17752380952382,-26.956380952380957,-163.38438095238098,2.229,1.714,0.086,0.457,0.0,0.0,46.406,29.291,10.38
2022,3,48.0,7372.0,117.91761904761904,-0.86,La Nina fraca,4.314,0.4,44.566,23.842,170,117.91761904761904,-52.17752380952382,-26.956380952380957,4.314,2.229,1.714,0.4,0.457,0.0,44.566,46.406,29.291
2022,4,59.0,7355.0,11.550761904761885,-0.95,La Nina fraca,1.771,0.229,37.714,21.614,171,11.550761904761885,117.91761904761904,-52.17752380952382,1.771,4.314,2.229,0.229,0.4,0.457,37.714,44.566,46.406
2022,5,53.0,7582.0,-8.748952380952375,-0.9,La Nina fraca,2.629,0.114,35.766,16.869,172,-8.748952380952375,11.550761904761885,117.91761904761904,2.629,1.771,4.314,0.114,0.229,0.4,35.766,37.714,44.566
2022,6,43.0,6813.0,8.430571428571426,-0.78,La Nina fraca,3.314,0.114,39.686,16.37,173,8.430571428571426,-8.748952380952375,11.550761904761885,3.314,2.629,1.771,0.114,0.114,0.229,39.686,35.766,37.714
2022,7,40.0,7533.0,-51.69790476190477,-0.76,La Nina fraca,0.714,0.057,25.886,19.612,174,-51.69790476190477,8.430571428571426,-8.748952380952375,0.714,3.314,2.629,0.057,0.114,0.114,25.886,39.686,35.766
2022,8,42.0,7871.0,78.76066666666665,-0.87,La Nina fraca,3.457,0.657,58.357,17.773,175,78.76066666666665,-51.69790476190477,8.430571428571426,3.457,0.714,3.314,0.657,0.057,0.114,58.357,25.886,39.686
2022,9,53.0,7576.0,124.21704761904763,-0.97,La Nina fraca,5.486,0.571,50.54,18.214,176,124.21704761904763,78.76066666666665,-51.69790476190477,5.486,3.457,0.714,0.571,0.657,0.057,50.54,58.357,25.886
2022,10,51.0,7602.0,171.91342857142857,-0.94,La Nina fraca,6.2,1.971,76.943,20.752,177,171.91342857142857,124.21704761904763,78.76066666666665,6.2,5.486,3.457,1.971,0.571,0.657,76.943,50.54,58.357
2022,11,67.0,7108.0,-99.19152380952382,-0.85,La Nina fraca,0.457,0.0,20.149,21.745,178,-99.19152380952382,171.91342857142857,124.21704761904763,0.457,6.2,5.486,0.0,1.971,0.571,20.149,76.943,50.54
2022,12,59.0,7800.0,-52.14152380952382,-0.71,La Nina fraca,1.543,0.029,34.151,24.536,179,-52.14152380952382,-99.19152380952382,171.91342857142857,1.543,0.457,6.2,0.029,0.0,1.971,34.151,20.149,76.943
2023,1,47.0,7545.0,13.263619047619043,-0.54,La Nina fraca,2.257,0.114,32.323,24.368,180,13.263619047619043,-52.14152380952382,-99.19152380952382,2.257,1.543,0.457,0.114,0.029,0.0,32.323,34.151,20.149
2023,2,56.0,7531.0,87.89961904761904,-0.29,neutro,4.829,0.229,43.5,23.035,181,87.89961904761904,13.263619047619043,-52.14152380952382,4.829,2.257,1.543,0.229,0.114,0.029,43.5,32.323,34.151
2023,3,70.0,7587.0,3.6290476190476113,-0.02,neutro,1.114,0.057,23.103,24.125,182,3.6290476190476113,87.89961904761904,13.263619047619043,1.114,4.829,2.257,0.057,0.229,0.114,23.103,43.5,32.323
2023,4,59.0,8376.0,-2.4749523809523737,0.27,neutro,1.829,0.029,31.717,20.968,183,-2.4749523809523737,3.6290476190476113,87.89961904761904,1.829,1.114,4.829,0.029,0.057,0.229,31.717,23.103,43.5
2023,5,68.0,8085.0,-87.57180952380952,0.57,El Nino fraco,0.571,0.0,19.82,19.355,184,-87.57180952380952,-2.4749523809523737,3.6290476190476113,0.571,1.829,1.114,0.0,0.029,0.057,19.82,31.717,23.103
2023,6,48.0,7825.0,-30.292285714285725,0.84,El Nino fraco,1.914,0.0,32.286,17.257,185,-30.292285714285725,-87.57180952380952,-2.4749523809523737,1.914,0.571,1.829,0.0,0.0,0.029,32.286,19.82,31.717
2023,7,49.0,8141.0,38.14495238095239,1.12,El Nino moderado,2.457,0.4,45.806,18.435,186,38.14495238095239,-30.292285714285725,-87.57180952380952,2.457,1.914,0.571,0.4,0.0,0.0,45.806,32.286,19.82
2023,8,48.0,8671.0,3.197809523809525,1.37,El Nino moderado,1.543,0.114,35.097,20.111,187,3.197809523809525,38.14495238095239,-30.292285714285725,1.543,2.457,1.914,0.114,0.4,0.0,35.097,45.806,32.286
2023,9,52.0,8967.0,-9.722952380952393,1.6,El Nino forte,2.6,0.229,40.389,23.201,188,-9.722952380952393,3.197809523809525,38.14495238095239,2.6,1.543,2.457,0.229,0.114,0.4,40.389,35.097,45.806
2023,10,45.0,8077.0,191.4534285714286,1.83,El Nino forte,7.229,2.143,70.383,23.668,189,191.4534285714286,-9.722952380952393,3.197809523809525,7.229,2.6,1.543,2.143,0.229,0.114,70.383,40.389,35.097
2023,11,61.0,8574.0,132.85704761904765,1.99,El Nino forte,5.029,0.714,50.089,24.261,190,132.85704761904765,191.4534285714286,-9.722952380952393,5.029,7.229,2.6,0.714,2.143,0.229,50.089,70.383,40.389
2023,12,79.0,8701.0,-13.427238095238096,2.06,El Nino muito forte,2.371,0.0,30.194,25.503,191,-13.427238095238096,132.85704761904765,191.4534285714286,2.371,5.029,7.229,0.0,0.714,2.143,30.194,50.089,70.383
2024,1,79.0,9123.0,-10.687809523809506,1.92,El Nino forte,2.4,0.257,41.534,25.304,192,-10.687809523809506,-13.427238095238096,132.85704761904765,2.4,2.371,5.029,0.257,0.0,0.714,41.534,30.194,50.089
2024,2,105.0,9614.0,-35.46609523809525,1.62,El Nino forte,0.829,0.029,24.103,26.092,193,-35.46609523809525,-10.687809523809506,-13.427238095238096,0.829,2.4,2.371,0.029,0.257,0.0,24.103,41.534,30.194
2024,3,64.0,9930.0,-14.245238095238092,1.26,El Nino moderado,1.114,0.086,26.749,25.919,194,-14.245238095238092,-35.46609523809525,-10.687809523809506,1.114,0.829,2.4,0.086,0.029,0.257,26.749,24.103,41.534
2024,4,61.0,9605.0,14.236476190476168,0.82,El Nino fraco,1.829,0.571,51.763,24.01,195,14.236476190476168,-14.245238095238092,-35.46609523809525,1.829,1.114,0.829,0.571,0.086,0.029,51.763,26.749,24.103
2024,5,52.0,10375.0,-32.56038095238094,0.49,neutro,1.886,0.0,33.186,20.031,196,-32.56038095238094,14.236476190476168,-14.245238095238092,1.886,1.829,1.114,0.0,0.571,0.086,33.186,51.763,26.749
2024,6,49.0,9518.0,-84.12657142857142,0.22,neutro,0.829,0.029,21.874,20.771,197,-84.12657142857142,-32.56038095238094,14.236476190476168,0.829,1.886,1.829,0.029,0.0,0.571,21.874,33.186,51.763
2024,7,56.0,9744.0,27.476380952380936,0.08,neutro,2.543,0.257,44.389,17.181,198,27.476380952380936,-84.12657142857142,-32.56038095238094,2.543,0.829,1.886,0.257,0.029,0.0,44.389,21.874,33.186
2024,8,91.0,10647.0,-59.19361904761905,-0.07,neutro,0.2,0.0,14.549,19.269,199,-59.19361904761905,27.476380952380936,-84.12657142857142,0.2,2.543,0.829,0.0,0.257,0.029,14.549,44.389,21.874
2024,9,122.0,10056.0,-35.52009523809525,-0.17,neutro,2.2,0.343,49.946,23.6,200,-35.52009523809525,-59.19361904761905,27.476380952380936,2.2,0.2,2.543,0.343,0.0,0.257,49.946,14.549,44.389
2024,10,97.0,10272.0,-57.732285714285695,-0.21,neutro,1.829,0.314,44.771,24.244,201,-57.732285714285695,-35.52009523809525,-59.19361904761905,1.829,2.2,0.2,0.314,0.343,0.0,44.771,49.946,14.549
2024,11,61.0,9671.0,-34.314380952380944,-0.3,neutro,1.6,0.057,35.577,24.945,202,-34.314380952380944,-57.732285714285695,-35.52009523809525,1.6,1.829,2.2,0.057,0.314,0.343,35.577,44.771,49.946
2024,12,56.0,9178.0,143.6584761904762,-0.42,neutro,6.086,1.886,64.117,23.569,203,143.6584761904762,-34.314380952380944,-57.732285714285695,6.086,1.6,1.829,1.886,0.057,0.314,64.117,35.577,44.771
2025,1,87.0,10693.0,-45.41352380952381,-0.45,neutro,1.029,0.0,23.857,25.304,204,-45.41352380952381,143.6584761904762,-34.314380952380944,1.029,6.086,1.6,0.0,1.886,0.057,23.857,64.117,35.577
2025,2,66.0,9308.0,-46.894666666666666,-0.24,neutro,0.686,0.0,19.04,26.179,205,-46.894666666666666,-45.41352380952381,143.6584761904762,0.686,1.029,6.086,0.0,0.0,1.886,19.04,23.857,64.117
2025,3,72.0,9628.0,-27.396666666666675,-0.06,neutro,0.771,0.0,21.6,25.233,206,-27.396666666666675,-46.894666666666666,-45.41352380952381,0.771,0.686,1.029,0.0,0.0,0.0,21.6,19.04,23.857
2025,4,61.0,9915.0,65.90219047619047,0.02,neutro,3.543,0.057,37.343,20.93,207,65.90219047619047,-27.396666666666675,-46.894666666666666,3.543,0.771,0.686,0.057,0.0,0.0,37.343,21.6,19.04
2025,5,62.0,10810.0,-49.254666666666665,-0.02,neutro,1.686,0.029,31.443,19.601,208,-49.254666666666665,65.90219047619047,-27.396666666666675,1.686,3.543,0.771,0.029,0.057,0.0,31.443,37.343,21.6
2025,6,55.0,10994.0,147.33342857142858,-0.04,neutro,5.086,0.657,56.417,16.324,209,147.33342857142858,-49.254666666666665,65.90219047619047,5.086,1.686,3.543,0.657,0.029,0.057,56.417,31.443,37.343
2025,7,53.0,11439.0,-51.58361904761906,-0.14,neutro,0.943,0.029,32.126,16.132,210,-51.58361904761906,147.33342857142858,-49.254666666666665,0.943,5.086,1.686,0.029,0.657,0.029,32.126,56.417,31.443
2025,8,46.0,10694.0,22.78066666666668,-0.28,neutro,1.914,0.086,33.614,17.756,211,22.78066666666668,-51.58361904761906,147.33342857142858,1.914,0.943,5.086,0.086,0.029,0.657,33.614,32.126,56.417
2025,9,66.0,10916.0,-48.95723809523811,-0.4,neutro,1.114,0.029,27.649,21.419,212,-48.95723809523811,22.78066666666668,-51.58361904761906,1.114,1.914,0.943,0.029,0.086,0.029,27.649,33.614,32.126
2025,10,61.0,11286.0,20.47342857142857,-0.51,La Nina fraca,3.114,0.343,50.923,21.24,213,20.47342857142857,-48.95723809523811,22.78066666666668,3.114,1.114,1.914,0.343,0.029,0.086,50.923,27.649,33.614
2025,11,69.0,11427.0,16.757047619047626,-0.55,La Nina fraca,2.743,0.0,35.286,22.583,214,16.757047619047626,20.47342857142857,-48.95723809523811,2.743,3.114,1.114,0.0,0.343,0.029,35.286,50.923,27.649
2025,12,79.0,10902.0,10.667047619047622,-0.54,La Nina fraca,2.857,0.629,54.226,24.276,215,10.667047619047622,16.757047619047626,20.47342857142857,2.857,2.743,3.114,0.629,0.0,0.343,54.226,35.286,50.923
2026,1,97.0,10765.0,-59.28495238095239,-0.37,neutro,1.514,0.143,34.211,24.558,216,-59.28495238095239,10.667047619047622,16.757047619047626,1.514,2.857,2.743,0.143,0.629,0.0,34.211,54.226,35.286
2026,2,68.0,9771.0,-59.06038095238095,-0.14,neutro,1.171,0.057,32.214,25.938,217,-59.06038095238095,-59.28495238095239,10.667047619047622,1.171,1.514,2.857,0.057,0.143,0.629,32.214,34.211,54.226
2026,3,84.0,10501.0,-33.40809523809526,0.13,neutro,0.4,0.0,18.206,25.945,218,-33.40809523809526,-59.06038095238095,-59.28495238095239,0.4,1.171,1.514,0.0,0.057,0.143,18.206,32.214,34.211
2026,4,43.0,5809.0,44.94219047619046,0.51,El Nino fraco,2.657,0.686,55.369,22.63,219,44.94219047619046,-33.40809523809526,-59.06038095238095,2.657,0.4,1.171,0.686,0.0,0.057,55.369,18.206,32.214
2026,5,86.0,14713.0,34.751047619047625,0.98,El Nino fraco,2.886,0.486,47.703,17.557,220,34.751047619047625,44.94219047619046,-33.40809523809526,2.886,2.657,0.4,0.486,0.686,0.0,47.703,55.369,18.206
